SYMBOL	GO
wnt5b	GO:0001946
wnt5b	GO:0001958
wnt5b	GO:0002062
wnt5b	GO:0002574
wnt5b	GO:0007223
wnt5b	GO:0007275
wnt5b	GO:0008591
wnt5b	GO:0009826
wnt5b	GO:0010172
wnt5b	GO:0016055
wnt5b	GO:0021555
wnt5b	GO:0030182
wnt5b	GO:0031018
wnt5b	GO:0031101
wnt5b	GO:0036342
wnt5b	GO:0042074
wnt5b	GO:0042692
wnt5b	GO:0045165
wnt5b	GO:0048701
wnt5b	GO:0048703
wnt5b	GO:0048840
wnt5b	GO:0048884
wnt5b	GO:0051209
wnt5b	GO:0060026
wnt5b	GO:0060027
wnt5b	GO:0060028
wnt5b	GO:0060030
wnt5b	GO:0060070
wnt5b	GO:0060536
wnt5b	GO:0061053
wnt5b	GO:0090156
wnt5b	GO:1904105
wnt5b	GO:1904222
wnt5b	GO:2000052
svila	GO:0007010
svila	GO:0008154
svila	GO:0051014
svila	GO:0051016
skib	GO:0000122
skib	GO:0001947
skib	GO:0009953
skib	GO:0030512
skib	GO:0030514
skib	GO:0051216
mixl1	GO:0001706
mixl1	GO:0003007
mixl1	GO:0006357
mixl1	GO:0007492
mixl1	GO:0009880
mixl1	GO:0035050
mixl1	GO:0045944
ddx3xb	GO:0007276
ddx3xb	GO:0007420
ddx3xb	GO:0030154
ddx3xb	GO:0030593
spi1b	GO:0002281
spi1b	GO:0006355
spi1b	GO:0006357
spi1b	GO:0010628
spi1b	GO:0030099
spi1b	GO:0030154
spi1b	GO:0030223
spi1b	GO:0030225
spi1b	GO:0045647
spi1b	GO:0045659
spi1b	GO:0048821
frzb	GO:0007275
frzb	GO:0016055
frzb	GO:0030154
frzb	GO:0035567
frzb	GO:0035988
frzb	GO:0060070
frzb	GO:0090090
dlc	GO:0001756
dlc	GO:0001757
dlc	GO:0002244
dlc	GO:0007154
dlc	GO:0007219
dlc	GO:0007275
dlc	GO:0021514
dlc	GO:0030154
dlc	GO:0035907
dlc	GO:0045746
dlc	GO:0048514
dlc	GO:0048666
dlc	GO:0060218
dlc	GO:0060842
dlc	GO:0061056
flt4	GO:0001525
flt4	GO:0001944
flt4	GO:0001945
flt4	GO:0001946
flt4	GO:0002040
flt4	GO:0002244
flt4	GO:0006468
flt4	GO:0007169
flt4	GO:0007275
flt4	GO:0008045
flt4	GO:0016310
flt4	GO:0030154
flt4	GO:0030947
flt4	GO:0033674
flt4	GO:0035474
flt4	GO:0036302
flt4	GO:0036303
flt4	GO:0038084
flt4	GO:0046777
flt4	GO:0048010
flt4	GO:0060836
flt4	GO:0060841
flt4	GO:0060855
flt4	GO:1900746
wnt8a	GO:0000578
wnt8a	GO:0001654
wnt8a	GO:0001707
wnt8a	GO:0001710
wnt8a	GO:0001756
wnt8a	GO:0007275
wnt8a	GO:0007398
wnt8a	GO:0007417
wnt8a	GO:0007492
wnt8a	GO:0007498
wnt8a	GO:0009952
wnt8a	GO:0009953
wnt8a	GO:0010628
wnt8a	GO:0014036
wnt8a	GO:0016055
wnt8a	GO:0021512
wnt8a	GO:0021999
wnt8a	GO:0030182
wnt8a	GO:0030902
wnt8a	GO:0030903
wnt8a	GO:0035284
wnt8a	GO:0036342
wnt8a	GO:0039015
wnt8a	GO:0042074
wnt8a	GO:0042127
wnt8a	GO:0044332
wnt8a	GO:0045165
wnt8a	GO:0045743
wnt8a	GO:0048263
wnt8a	GO:0060061
wnt8a	GO:0060070
wnt8a	GO:0060823
wnt8a	GO:0060896
wnt8a	GO:0090090
wnt8a	GO:0090263
wnt8a	GO:2000742
wnt4	GO:0007275
wnt4	GO:0007507
wnt4	GO:0016055
wnt4	GO:0021986
wnt4	GO:0030182
wnt4	GO:0042074
wnt4	GO:0045165
wnt4	GO:0045893
wnt4	GO:0048703
wnt4	GO:0048841
wnt4	GO:0060070
wnt4	GO:0070654
gdf3	GO:0001947
gdf3	GO:0009798
gdf3	GO:0010862
gdf3	GO:0030509
gdf3	GO:0038092
gdf3	GO:0048666
gdf3	GO:0051781
gdf3	GO:0060027
gdf3	GO:0060395
gdf3	GO:0060972
gdf3	GO:1900145
gdf3	GO:1904086
foxa2	GO:0006355
foxa2	GO:0006357
foxa2	GO:0007275
foxa2	GO:0007418
foxa2	GO:0007492
foxa2	GO:0009653
foxa2	GO:0021779
foxa2	GO:0030154
foxa2	GO:0032289
foxa2	GO:0033504
foxa2	GO:0048319
wnt2	GO:0001889
wnt2	GO:0007275
wnt2	GO:0016055
wnt2	GO:0030182
wnt2	GO:0045165
wnt2	GO:0048794
wnt2	GO:0060070
wnt2	GO:0072574
wnt1	GO:0007275
wnt1	GO:0007399
wnt1	GO:0016055
wnt1	GO:0021587
wnt1	GO:0021592
wnt1	GO:0030154
wnt1	GO:0030182
wnt1	GO:0030902
wnt1	GO:0030917
wnt1	GO:0035284
wnt1	GO:0045165
wnt1	GO:0060070
dmrt2a	GO:0006355
dmrt2a	GO:0006357
dmrt2a	GO:0006915
dmrt2a	GO:0007368
dmrt2a	GO:0007548
dmrt2a	GO:0048741
men1	GO:0006357
men1	GO:0008285
men1	GO:0045786
men1	GO:0045892
dla	GO:0001525
dla	GO:0007154
dla	GO:0007219
dla	GO:0007275
dla	GO:0007399
dla	GO:0008593
dla	GO:0009880
dla	GO:0014032
dla	GO:0021514
dla	GO:0021536
dla	GO:0022008
dla	GO:0030154
dla	GO:0030901
dla	GO:0033504
dla	GO:0045746
dla	GO:0055016
dla	GO:0060034
dla	GO:0060113
dld	GO:0001756
dld	GO:0002244
dld	GO:0003140
dld	GO:0007154
dld	GO:0007219
dld	GO:0007275
dld	GO:0007368
dld	GO:0007399
dld	GO:0009952
dld	GO:0021514
dld	GO:0021523
dld	GO:0030154
dld	GO:0035469
dld	GO:0045746
dld	GO:0046331
dld	GO:0048546
dld	GO:0060218
dld	GO:0060271
dld	GO:0061056
dld	GO:0071910
dld	GO:1902036
clocka	GO:0006355
clocka	GO:0006357
clocka	GO:0007498
clocka	GO:0007623
clocka	GO:0009266
clocka	GO:0009416
clocka	GO:0009648
clocka	GO:0010468
clocka	GO:0010628
clocka	GO:0032922
clocka	GO:0045893
clocka	GO:0045944
clocka	GO:0060215
dlb	GO:0007154
dlb	GO:0007219
dlb	GO:0007275
dlb	GO:0007399
dlb	GO:0021536
dlb	GO:0030154
dlb	GO:0030901
dlb	GO:0045746
wnt8b	GO:0001654
wnt8b	GO:0007275
wnt8b	GO:0009880
wnt8b	GO:0016055
wnt8b	GO:0021854
wnt8b	GO:0021879
wnt8b	GO:0022002
wnt8b	GO:0030182
wnt8b	GO:0030900
wnt8b	GO:0043049
wnt8b	GO:0045165
wnt8b	GO:0060070
wnt8b	GO:0060898
wnt8b	GO:0070654
wnt8b	GO:0071679
lft1	GO:0003140
lft1	GO:0007275
lft1	GO:0007368
lft1	GO:0007498
lft1	GO:0009953
lft1	GO:0010862
lft1	GO:0030509
lft1	GO:0035050
lft1	GO:0035462
lft1	GO:0060395
lft1	GO:0061371
lft2	GO:0003128
lft2	GO:0007275
lft2	GO:0007498
lft2	GO:0010862
lft2	GO:0030509
lft2	GO:0060395
isl1a	GO:0003322
isl1a	GO:0003323
isl1a	GO:0003324
isl1a	GO:0006355
isl1a	GO:0006357
isl1a	GO:0007275
isl1a	GO:0007409
isl1a	GO:0007507
isl1a	GO:0008016
isl1a	GO:0021522
isl1a	GO:0021527
isl1a	GO:0030154
isl1a	GO:0031017
isl1a	GO:0031018
isl1a	GO:0045944
isl1a	GO:0048665
isl1a	GO:0048666
isl1a	GO:0048675
isl1a	GO:0048936
isl1a	GO:0055011
isl1a	GO:0060931
isl1a	GO:0097154
desma	GO:0006936
desma	GO:0007519
desma	GO:0007626
desma	GO:0010882
desma	GO:0030239
desma	GO:0045109
desma	GO:0045214
desma	GO:0055117
desma	GO:0060047
desma	GO:0060538
isl2b	GO:0003139
isl2b	GO:0006355
isl2b	GO:0006357
isl2b	GO:0007275
isl2b	GO:0007409
isl2b	GO:0031017
isl2b	GO:0048665
gli2a	GO:0001756
gli2a	GO:0006357
gli2a	GO:0007224
gli2a	GO:0007399
gli2a	GO:0007411
gli2a	GO:0007420
gli2a	GO:0007517
gli2a	GO:0008015
gli2a	GO:0008045
gli2a	GO:0009953
gli2a	GO:0021508
gli2a	GO:0021523
gli2a	GO:0021532
gli2a	GO:0021634
gli2a	GO:0021953
gli2a	GO:0021983
gli2a	GO:0021984
gli2a	GO:0031018
gli2a	GO:0031290
gli2a	GO:0032835
gli2a	GO:0042476
gli2a	GO:0042694
gli2a	GO:0048557
gli2a	GO:0048618
gli2a	GO:0048793
gli2a	GO:0048855
gli2a	GO:0050767
gli2a	GO:0055002
gli2a	GO:0070935
tenm3	GO:0007155
tenm3	GO:0007156
tenm3	GO:0007157
tenm3	GO:0007165
tenm3	GO:0007601
tenm3	GO:0010976
tenm3	GO:0030154
tenm3	GO:0031290
tenm3	GO:0048666
tenm3	GO:0070983
tenm3	GO:1903385
tenm4	GO:0007156
tenm4	GO:0007157
tenm4	GO:0007165
tenm4	GO:0007275
tenm4	GO:0007411
tenm4	GO:0010976
tenm4	GO:0030154
tenm4	GO:0031641
tenm4	GO:0031643
tenm4	GO:0032289
tenm4	GO:0048666
tenm4	GO:0048714
tenm4	GO:2000543
isl2a	GO:0006355
isl2a	GO:0006357
isl2a	GO:0007275
isl2a	GO:0007409
isl2a	GO:0007411
isl2a	GO:0031017
isl2a	GO:0035476
isl2a	GO:0048665
isl2a	GO:0048675
isl2a	GO:0048845
lfng	GO:0007219
lfng	GO:0007275
lfng	GO:0007389
lfng	GO:0007399
lfng	GO:0008593
lfng	GO:0030154
lfng	GO:0031101
lfng	GO:0045665
lfng	GO:0055016
tcf15	GO:0006357
tcf15	GO:0032502
chrd	GO:0001756
chrd	GO:0001947
chrd	GO:0003143
chrd	GO:0007275
chrd	GO:0007368
chrd	GO:0009948
chrd	GO:0009953
chrd	GO:0010159
chrd	GO:0030514
chrd	GO:0035143
chrd	GO:0035162
chrd	GO:0043049
chrd	GO:0048264
chrd	GO:0060030
chrd	GO:0061371
chrd	GO:0070121
chrd	GO:2000223
tapbp.1	GO:0002397
tapbp.1	GO:0019885
tapbp.1	GO:0050776
pitx2	GO:0006355
pitx2	GO:0006357
pitx2	GO:0007275
pitx2	GO:0009653
pitx2	GO:0021501
pitx2	GO:0021538
pitx2	GO:0021986
pitx2	GO:0035462
pitx2	GO:0042476
pitx2	GO:0043010
pitx2	GO:0043114
pitx2	GO:0048382
pitx2	GO:0048384
pitx2	GO:0048593
pitx2	GO:0048596
pitx2	GO:0048701
pitx2	GO:0048703
pitx2	GO:0060325
pitx2	GO:0060971
pitx2	GO:0061072
pitx2	GO:0061303
pitx2	GO:0061386
pitx2	GO:0071907
pitx2	GO:1904103
mpp7a	GO:0071896
drl	GO:0001702
drl	GO:0006357
drl	GO:0007275
neurod1	GO:0006355
neurod1	GO:0006357
neurod1	GO:0007275
neurod1	GO:0007399
neurod1	GO:0030154
neurod1	GO:0030182
neurod1	GO:0031018
neurod1	GO:0031099
neurod1	GO:0045746
neurod1	GO:0048666
neurod1	GO:0048923
neurod1	GO:0060119
neurod1	GO:0062139
dharma	GO:0001947
dharma	GO:0003140
dharma	GO:0003143
dharma	GO:0006355
dharma	GO:0006357
dharma	GO:0007368
dharma	GO:0009880
dharma	GO:0014028
dharma	GO:0030903
dharma	GO:0033504
dharma	GO:0045743
dharma	GO:0048066
dharma	GO:0048319
dharma	GO:0048320
dharma	GO:0048592
dharma	GO:0048854
dharma	GO:0060061
dharma	GO:0061053
dharma	GO:2000223
wnt10a	GO:0007275
wnt10a	GO:0016055
wnt10a	GO:0030182
wnt10a	GO:0042476
wnt10a	GO:0045165
wnt10a	GO:0060070
nup93	GO:0006606
nup93	GO:0015031
nup93	GO:0016973
nup93	GO:0051028
nup93	GO:0051292
nog3	GO:0001649
nog3	GO:0007275
nog3	GO:0007368
nog3	GO:0009953
nog3	GO:0030154
nog3	GO:0030514
nog3	GO:0035844
nog3	GO:0045596
nog3	GO:0048703
nog3	GO:0048793
nog3	GO:0051216
nog1	GO:0001649
nog1	GO:0007275
nog1	GO:0009953
nog1	GO:0030154
nog1	GO:0030514
nog1	GO:0042664
nog1	GO:0045596
nog1	GO:0051216
twist1a	GO:0002040
twist1a	GO:0006357
twist1a	GO:0032502
twist1a	GO:0060037
twist3	GO:0006357
twist3	GO:0032502
ikzf1	GO:0006357
ikzf1	GO:0030183
ikzf1	GO:0033077
gdf6b	GO:0010862
gdf6b	GO:0060395
ptch2	GO:0001649
ptch2	GO:0007224
ptch2	GO:0009954
ptch2	GO:0010002
ptch2	GO:0031290
ptch2	GO:0043010
ptch2	GO:0045879
ptch2	GO:0048635
acvr1ba	GO:0001706
acvr1ba	GO:0001707
acvr1ba	GO:0006468
acvr1ba	GO:0007178
acvr1ba	GO:0007399
acvr1ba	GO:0007493
acvr1ba	GO:0009953
acvr1ba	GO:0016310
acvr1ba	GO:0031101
acvr1ba	GO:0032924
acvr1ba	GO:0071363
nog2	GO:0001649
nog2	GO:0007275
nog2	GO:0009953
nog2	GO:0030154
nog2	GO:0030514
nog2	GO:0045596
nog2	GO:0051216
copg2	GO:0006886
copg2	GO:0006888
copg2	GO:0006891
copg2	GO:0009306
copg2	GO:0015031
copg2	GO:0016192
copg2	GO:0072384
ccne1	GO:0000079
ccne1	GO:0000082
ccne1	GO:0007049
ccne1	GO:0044772
ccne1	GO:0051301
ccne1	GO:0051726
ptch1	GO:0001649
ptch1	GO:0001957
ptch1	GO:0007224
ptch1	GO:0010002
ptch1	GO:0045879
ptch1	GO:0048635
ptch1	GO:0060041
ptch1	GO:0060042
egr2b	GO:0006357
egr2b	GO:0021575
egr2b	GO:0021654
egr2b	GO:0048568
egr2b	GO:0048932
ntn1b	GO:0008045
ntn1b	GO:0009887
ntn1b	GO:0009888
ntn1b	GO:0016358
ntn1b	GO:0021952
ntn1b	GO:0021960
ntn1b	GO:0030516
ntn1b	GO:0071678
alcama	GO:0001947
alcama	GO:0002250
alcama	GO:0002376
alcama	GO:0007155
alcama	GO:0007275
alcama	GO:0007409
alcama	GO:0010628
alcama	GO:0010770
alcama	GO:0014033
alcama	GO:0030182
alcama	GO:0048703
alcama	GO:0060042
alcama	GO:0060536
lmnb2	GO:0006998
lmnb2	GO:0007097
lmnb2	GO:0031507
lmnb2	GO:0051664
lmnb2	GO:0090435
dkk1b	GO:0001889
dkk1b	GO:0003197
dkk1b	GO:0007275
dkk1b	GO:0007398
dkk1b	GO:0021879
dkk1b	GO:0030178
dkk1b	GO:0030334
dkk1b	GO:0030900
dkk1b	GO:0030903
dkk1b	GO:0042074
dkk1b	GO:0043697
dkk1b	GO:0048919
dkk1b	GO:0061011
dkk1b	GO:0070654
dkk1b	GO:0090090
epd	GO:0007160
myog	GO:0006355
myog	GO:0006357
myog	GO:0007275
myog	GO:0007517
myog	GO:0007519
myog	GO:0014823
myog	GO:0014835
myog	GO:0014844
myog	GO:0030154
myog	GO:0035914
myog	GO:0045663
myog	GO:0045944
myog	GO:0048743
myog	GO:1901741
spon2a	GO:0007155
spon2b	GO:0007155
cpsf4	GO:0042462
cpsf4	GO:0098789
tle3a	GO:0006355
tle3a	GO:0061056
tle3a	GO:0090090
tle3a	GO:1900052
tyr	GO:0006585
tyr	GO:0030318
tyr	GO:0032438
tyr	GO:0042438
tyr	GO:0043473
tyr	GO:0048066
tyr	GO:0050935
cmn	GO:0048706
mafba	GO:0001946
mafba	GO:0006355
mafba	GO:0006357
mafba	GO:0009880
mafba	GO:0009952
mafba	GO:0021571
mafba	GO:0021572
mafba	GO:0021654
mafba	GO:0021742
mafba	GO:0039021
pyya	GO:0007218
pyya	GO:0007631
gsc	GO:0006355
gsc	GO:0006357
gsc	GO:0007275
gsc	GO:0007420
gsc	GO:0009948
gsc	GO:0009950
gsc	GO:0009953
gsc	GO:0010717
gsc	GO:0021999
gsc	GO:0060234
gsc	GO:0071599
htt	GO:0001841
htt	GO:0006879
htt	GO:0021954
htt	GO:0031550
htt	GO:0048589
htt	GO:0048703
htt	GO:0048884
htt	GO:0051216
htt	GO:0071698
htt	GO:0090017
htt	GO:2000047
hbba1	GO:0001666
hbba1	GO:0015671
hbba1	GO:0030097
efna2a	GO:0007275
efna2a	GO:0007399
efna2a	GO:0007411
efna2a	GO:0030154
efna2a	GO:0030316
efna2a	GO:0048013
efnb2a	GO:0001525
efnb2a	GO:0001568
efnb2a	GO:0001756
efnb2a	GO:0002042
efnb2a	GO:0003404
efnb2a	GO:0007155
efnb2a	GO:0007275
efnb2a	GO:0007399
efnb2a	GO:0007411
efnb2a	GO:0007412
efnb2a	GO:0008039
efnb2a	GO:0009952
efnb2a	GO:0021654
efnb2a	GO:0030154
efnb2a	GO:0035475
efnb2a	GO:0048013
efnb2a	GO:0048514
efnb2a	GO:0050920
psen1	GO:0001666
psen1	GO:0001946
psen1	GO:0006508
psen1	GO:0006509
psen1	GO:0006816
psen1	GO:0007219
psen1	GO:0007220
psen1	GO:0007420
psen1	GO:0016485
psen1	GO:0030318
psen1	GO:0034205
psen1	GO:0036269
psen1	GO:0042987
psen1	GO:0043066
psen1	GO:0043085
psen1	GO:0050435
psen1	GO:0051563
psen1	GO:0052548
psen1	GO:0060070
psen1	GO:0060828
psen1	GO:0061053
psen1	GO:0071632
ccnd1	GO:0000079
ccnd1	GO:0000082
ccnd1	GO:0000122
ccnd1	GO:0006974
ccnd1	GO:0007049
ccnd1	GO:0010971
ccnd1	GO:0031571
ccnd1	GO:0044772
ccnd1	GO:0048593
ccnd1	GO:0051301
ccnd1	GO:0061074
ccnd1	GO:0070050
ccnd1	GO:1900087
efna5b	GO:0001756
efna5b	GO:0007275
efna5b	GO:0007399
efna5b	GO:0007411
efna5b	GO:0007509
efna5b	GO:0022407
efna5b	GO:0030154
efna5b	GO:0032956
efna5b	GO:0043087
efna5b	GO:0048013
efna5b	GO:0050731
efna5b	GO:0051893
efna5b	GO:0070507
smo	GO:0001570
smo	GO:0001839
smo	GO:0001947
smo	GO:0003231
smo	GO:0007165
smo	GO:0007166
smo	GO:0007186
smo	GO:0007224
smo	GO:0007275
smo	GO:0007399
smo	GO:0007411
smo	GO:0007417
smo	GO:0007517
smo	GO:0009880
smo	GO:0009952
smo	GO:0010002
smo	GO:0014003
smo	GO:0014033
smo	GO:0021508
smo	GO:0021520
smo	GO:0021522
smo	GO:0021523
smo	GO:0021536
smo	GO:0021537
smo	GO:0021587
smo	GO:0021782
smo	GO:0021798
smo	GO:0021984
smo	GO:0021986
smo	GO:0030182
smo	GO:0030239
smo	GO:0030900
smo	GO:0030902
smo	GO:0031016
smo	GO:0031017
smo	GO:0031018
smo	GO:0031076
smo	GO:0031290
smo	GO:0032474
smo	GO:0035143
smo	GO:0035270
smo	GO:0035479
smo	GO:0035912
smo	GO:0042472
smo	GO:0042693
smo	GO:0045880
smo	GO:0048557
smo	GO:0048663
smo	GO:0048702
smo	GO:0048703
smo	GO:0048741
smo	GO:0048745
smo	GO:0048752
smo	GO:0048794
smo	GO:0048795
smo	GO:0048839
smo	GO:0051216
smo	GO:0055002
smo	GO:0060041
smo	GO:0060830
smo	GO:0060844
smo	GO:0060896
smo	GO:0060956
smo	GO:0061053
smo	GO:0071679
smo	GO:0072175
ntn1a	GO:0001525
ntn1a	GO:0001569
ntn1a	GO:0001944
ntn1a	GO:0001947
ntn1a	GO:0003146
ntn1a	GO:0008045
ntn1a	GO:0009887
ntn1a	GO:0009888
ntn1a	GO:0016358
ntn1a	GO:0016525
ntn1a	GO:0021952
ntn1a	GO:0021960
ntn1a	GO:0030516
ntn1a	GO:0030878
ntn1a	GO:0033564
ntn1a	GO:0035908
ntn1a	GO:0048665
ntn1a	GO:0048846
ntn1a	GO:0061386
ntn1a	GO:0061626
ntn1a	GO:0071678
pes	GO:0000463
pes	GO:0000466
pes	GO:0006364
pes	GO:0031017
pes	GO:0042254
pes	GO:0048709
pes	GO:0051726
inab	GO:0007399
inab	GO:0045109
inab	GO:0048812
tnn	GO:0007160
tnn	GO:1990138
gja1b	GO:0007154
gja1b	GO:0007267
gja1b	GO:0007275
gja1b	GO:0007507
gja1b	GO:0008283
gja1b	GO:0030154
gja1b	GO:0031101
gja1b	GO:0033333
gja1b	GO:0033334
gja1b	GO:0033338
gja1b	GO:0035050
gja1b	GO:0035143
gja1b	GO:0035162
gja1b	GO:0060047
gja1b	GO:0060272
gja1b	GO:0060349
gja1b	GO:0070121
gja1b	GO:0098868
gja1b	GO:0099111
gatd3l	GO:0070584
en2b	GO:0001708
en2b	GO:0006355
en2b	GO:0006357
en2b	GO:0007275
en2b	GO:0009952
en2b	GO:0030182
en2b	GO:0030901
en2b	GO:0030917
neurog1	GO:0006355
neurog1	GO:0006357
neurog1	GO:0007275
neurog1	GO:0007399
neurog1	GO:0007413
neurog1	GO:0007422
neurog1	GO:0021516
neurog1	GO:0021575
neurog1	GO:0021772
neurog1	GO:0021884
neurog1	GO:0021986
neurog1	GO:0022008
neurog1	GO:0030154
neurog1	GO:0030182
neurog1	GO:0031103
neurog1	GO:0045666
neurog1	GO:0045944
neurog1	GO:0048699
neurog1	GO:0048884
neurog1	GO:0048909
neurog1	GO:0048918
neurog1	GO:0048935
neurog1	GO:0050768
neurog1	GO:0051091
neurog1	GO:0071698
fbln1	GO:0007275
fbln1	GO:0007507
fbln1	GO:0030198
fbln1	GO:0035122
fbln1	GO:0043589
fbln1	GO:0090497
en2a	GO:0001708
en2a	GO:0006355
en2a	GO:0006357
en2a	GO:0007275
en2a	GO:0009952
en2a	GO:0021555
en2a	GO:0030182
en2a	GO:0030901
en2a	GO:0030917
en2a	GO:0060385
en2a	GO:0060561
en1a	GO:0006355
en1a	GO:0006357
en1a	GO:0007275
en1a	GO:0030182
en1a	GO:0060385
wt1a	GO:0006355
wt1a	GO:0006357
wt1a	GO:0008285
wt1a	GO:0030325
wt1a	GO:0032835
wt1a	GO:0039021
wt1a	GO:0039022
wt1a	GO:0043066
wt1a	GO:0048793
wt1a	GO:0061032
wt1a	GO:0072112
wt1a	GO:0072149
calr3a	GO:0006457
calr3a	GO:0030433
sema3d	GO:0001755
sema3d	GO:0007275
sema3d	GO:0007399
sema3d	GO:0007411
sema3d	GO:0007413
sema3d	GO:0007422
sema3d	GO:0007508
sema3d	GO:0010002
sema3d	GO:0014032
sema3d	GO:0014033
sema3d	GO:0021534
sema3d	GO:0030154
sema3d	GO:0030335
sema3d	GO:0030516
sema3d	GO:0031101
sema3d	GO:0031290
sema3d	GO:0035050
sema3d	GO:0043534
sema3d	GO:0048484
sema3d	GO:0048538
sema3d	GO:0048843
sema3d	GO:0048936
sema3d	GO:0050919
sema3d	GO:0051216
sema3d	GO:0051726
sema3d	GO:0060272
sema3d	GO:0071526
sema3d	GO:0071678
sema3h	GO:0001755
sema3h	GO:0007411
sema3h	GO:0008045
sema3h	GO:0030335
sema3h	GO:0048843
sema3h	GO:0050919
sema3h	GO:0071526
sema3h	GO:2001224
tbx2b	GO:0001708
tbx2b	GO:0001947
tbx2b	GO:0003205
tbx2b	GO:0006355
tbx2b	GO:0006357
tbx2b	GO:0007155
tbx2b	GO:0007275
tbx2b	GO:0007420
tbx2b	GO:0008016
tbx2b	GO:0021538
tbx2b	GO:0021982
tbx2b	GO:0030509
tbx2b	GO:0030903
tbx2b	GO:0035050
tbx2b	GO:0035777
