ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
GO:0009201	ribonucleoside triphosphate biosynthetic process	83	0.412890894730666	2.07540605037694	2.80898066951854e-07	0.000137767733745932	0.000127143335567681	3476	tags=48%, list=19%, signal=39%	ATP5MC3/NDUFAB1/ATP5MC2/NDUFS7/ALDOA/NUDT2/SDHD/NDUFAB1/ATPSCKMT/UCK2/NDUFB6/COX11/NDUFS2/NDUFB9/NDUFA6/VCP/NDUFA12/UCK2/NDUFS4/ATP5F1C/SDHB/NDUFB5/ATP5PO/ATP5ME/IMPDH2/NDUFA10/ATP6V1A/ENO1/NDUFB2/SDHC/ATP5F1D/NDUFB3/NDUFS3/NDUFV1/STOML2/PRKAG2/NDUFS6/ALDOA/ATP5PF/NDUFS5/ATP5PB/DNAJC30/NDUFB8/NDUFA3/IMPDH1/NDUFB10
GO:0009206	purine ribonucleoside triphosphate biosynthetic process	78	0.424671753573364	2.15821757695934	3.26461742952791e-07	0.000146771758602526	0.000135452986330413	3476	tags=50%, list=19%, signal=40%	ATP5MC3/NDUFAB1/ATP5MC2/NDUFS7/ALDOA/NUDT2/SDHD/NDUFAB1/ATPSCKMT/NDUFB6/COX11/NDUFS2/NDUFB9/NDUFA6/VCP/NDUFA12/NDUFS4/ATP5F1C/SDHB/NDUFB5/ATP5PO/ATP5ME/IMPDH2/NDUFA10/ATP6V1A/ENO1/NDUFB2/SDHC/ATP5F1D/NDUFB3/NDUFS3/NDUFV1/STOML2/PRKAG2/NDUFS6/ALDOA/ATP5PF/NDUFS5/ATP5PB/DNAJC30/NDUFB8/NDUFA3/IMPDH1/NDUFB10
GO:0009145	purine nucleoside triphosphate biosynthetic process	79	0.42923845291678	2.20429814481155	5.27936879254615e-07	0.000203444247398475	0.000187754995404085	3476	tags=50%, list=19%, signal=40%	ATP5MC3/NDUFAB1/ATP5MC2/NDUFS7/ALDOA/NUDT2/SDHD/NDUFAB1/ATPSCKMT/NDUFB6/COX11/NDUFS2/NDUFB9/NDUFA6/VCP/NDUFA12/NDUFS4/ATP5F1C/SDHB/NDUFB5/ATP5PO/ATP5ME/IMPDH2/NDUFA10/ATP6V1A/ENO1/NDUFB2/SDHC/ADK/ATP5F1D/NDUFB3/NDUFS3/NDUFV1/STOML2/PRKAG2/NDUFS6/ALDOA/ATP5PF/NDUFS5/ATP5PB/DNAJC30/NDUFB8/NDUFA3/IMPDH1/NDUFB10
GO:0007596	blood coagulation	157	-0.54172643392738	-1.66009098296938	5.23631292612846e-07	0.000203444247398475	0.000187754995404085	3888	tags=41%, list=22%, signal=33%	F10/PLEK/UBASH3B/P2RY1/KLKB1/TLN1/SRC/HPS5/MYH9/SERPINA10/ADRA2B/RAB27A/ANXA5/F2RL2/DMTN/FZD6/SYK/VCL/F2R/F13B/JAK2/PROC/ANXA2/APOE/TBXA2R/BLOC1S6/PLA2G4A/PLAT/F5/FERMT3/ITGA2/DGKH/FCER1G/SRF/DGKE/PROS1/P2RY12/MYH9/SLC6A4/F9/EMILIN2/ST3GAL4/EMILIN1/LYN/WAS/SERPINC1/SRF/F7/GNAS/GNA12/FERMT3/ANO6/FLNA/FIBP/SERPINE1/ENPP4/CPB2/CSRP1/PABPC4/MYL9/PLA2G4A/F13B/GP1BB/CELA2A/HNF4A/VTN/FGG/FGB/SERPIND1/VWF/C1QTNF1/WNT3A/F13B/PRKG1/F7/FGA/F13B/PLG/ANXA2/F7/TUBB1/SERPINF2/HRG/TFPI2
GO:0000387	spliceosomal snRNP assembly	30	0.627854805731214	2.55621973770267	5.90250298369769e-07	0.00021229335731366	0.000195921677985194	3335	tags=58%, list=19%, signal=47%	LSM2/SNRPD2/PRPF19/PRMT7/SNRPC/SNRPE/DDX20/SRSF10/AAR2/GEMIN8/CLNS1A/SNRPG/LSM4/PRMT5/SNRPB/SNRPD1/PRPF31/TSSC4
GO:0006505	GPI anchor metabolic process	27	0.656746890010548	2.65607132315211	6.89280981212142e-07	0.000214519057756062	0.000197975736439427	4889	tags=81%, list=27%, signal=59%	PIGT/PIGF/PIGS/PIGP/PGAP2/PIGQ/PIGM/SLC30A5/DPM2/PIGW/PIGB/PIGC/GPAA1/DPM3/DPM1/PIGA/PIGU/PIGK/PIGL/PGAP4/PIGN/PIGO
GO:0006506	GPI anchor biosynthetic process	27	0.656746890010548	2.65607132315211	6.89280981212142e-07	0.000214519057756062	0.000197975736439427	4889	tags=81%, list=27%, signal=59%	PIGT/PIGF/PIGS/PIGP/PGAP2/PIGQ/PIGM/SLC30A5/DPM2/PIGW/PIGB/PIGC/GPAA1/DPM3/DPM1/PIGA/PIGU/PIGK/PIGL/PGAP4/PIGN/PIGO
GO:0006270	DNA replication initiation	32	0.629578710846146	2.62713978393975	8.35013941219149e-07	0.000214519057756062	0.000197975736439427	2827	tags=52%, list=16%, signal=43%	MCM3/MCM2/CDK2/MCM4/CCNE1/ORC5/ORC4/ORC3/MCM5/MCM6/POLA2/CDT1/PRIM2/CCNE2/CDC45/MCM7/GINS3
GO:0010257	NADH dehydrogenase complex assembly	45	0.542738852733455	2.34299672958262	8.07717978634605e-07	0.000214519057756062	0.000197975736439427	3524	tags=48%, list=20%, signal=38%	NDUFAB1/NDUFS7/DMAC2/NDUFAB1/NDUFB6/NDUFAF4/NDUFS2/NDUFB9/NDUFA6/NDUFA12/NDUFS4/NDUFB5/NDUFA10/NDUFB2/ECSIT/NDUFB3/NDUFS3/NDUFS5/NDUFB8/NDUFA3/NDUFB10/BCS1L
GO:0032981	mitochondrial respiratory chain complex I assembly	45	0.542738852733455	2.34299672958262	8.07717978634605e-07	0.000214519057756062	0.000197975736439427	3524	tags=48%, list=20%, signal=38%	NDUFAB1/NDUFS7/DMAC2/NDUFAB1/NDUFB6/NDUFAF4/NDUFS2/NDUFB9/NDUFA6/NDUFA12/NDUFS4/NDUFB5/NDUFA10/NDUFB2/ECSIT/NDUFB3/NDUFS3/NDUFS5/NDUFB8/NDUFA3/NDUFB10/BCS1L
GO:0050817	coagulation	159	-0.534687859904036	-1.63901271745031	7.70542293221527e-07	0.000214519057756062	0.000197975736439427	3888	tags=41%, list=22%, signal=32%	F10/PLEK/UBASH3B/P2RY1/KLKB1/TLN1/SRC/HPS5/MYH9/SERPINA10/ADRA2B/RAB27A/ANXA5/F2RL2/DMTN/FZD6/SYK/VCL/F2R/F13B/JAK2/PROC/ANXA2/APOE/TBXA2R/BLOC1S6/PLA2G4A/PLAT/F5/FERMT3/ITGA2/DGKH/FCER1G/SRF/DGKE/PROS1/P2RY12/MYH9/SLC6A4/F9/EMILIN2/ST3GAL4/EMILIN1/LYN/WAS/SERPINC1/SRF/F7/GNAS/GNA12/FERMT3/ANO6/FLNA/FIBP/SERPINE1/ENPP4/CPB2/CSRP1/PABPC4/MYL9/PLA2G4A/F13B/GP1BB/CELA2A/HNF4A/VTN/FGG/FGB/SERPIND1/VWF/C1QTNF1/WNT3A/F13B/PRKG1/F7/FGA/F13B/PLG/ANXA2/F7/TUBB1/SERPINF2/HRG/TFPI2
GO:0009142	nucleoside triphosphate biosynthetic process	91	0.378458375710217	2.01036889063685	1.1173930038368e-06	0.000274015238895433	0.000252883679815696	3476	tags=47%, list=19%, signal=38%	ATP5MC3/NDUFAB1/ATP5MC2/NDUFS7/ALDOA/NUDT2/SDHD/NDUFAB1/ATPSCKMT/UCK2/NDUFB6/COX11/NDUFS2/NDUFB9/NDUFA6/VCP/NDUFA12/UCK2/NDUFS4/ATP5F1C/SDHB/NDUFB5/ATP5PO/DTYMK/ATP5ME/IMPDH2/NDUFA10/ATP6V1A/ENO1/NDUFB2/SDHC/ADK/ATP5F1D/NDUFB3/NDUFS3/NDUFV1/TBPL1/STOML2/PRKAG2/NDUFS6/ALDOA/ATP5PF/NDUFS5/ATP5PB/DNAJC30/NDUFB8/NDUFA3/IMPDH1/NDUFB10
GO:0007599	hemostasis	164	-0.524342731880391	-1.60898823782908	1.58291963250772e-06	0.000371297887712137	0.00034266406689984	3888	tags=40%, list=22%, signal=32%	F10/ZNF385A/PLEK/UBASH3B/P2RY1/KLKB1/TLN1/SRC/HPS5/MYH9/SERPINA10/ADRA2B/RAB27A/ANXA5/F2RL2/DMTN/FZD6/SYK/VCL/F2R/F13B/JAK2/PROC/ANXA2/APOE/TBXA2R/BLOC1S6/PLA2G4A/PLAT/F5/FERMT3/ITGA2/DGKH/FCER1G/SRF/DGKE/PROS1/P2RY12/MYH9/SLC6A4/F9/EMILIN2/ST3GAL4/EMILIN1/LYN/WAS/SERPINC1/GPI/SRF/F7/GNAS/GNA12/FERMT3/ANO6/FLNA/FIBP/SERPINE1/ENPP4/CPB2/CSRP1/PABPC4/MYL9/PLA2G4A/F13B/GP1BB/CELA2A/HNF4A/VTN/FGG/FGB/SERPIND1/VWF/C1QTNF1/WNT3A/F13B/PRKG1/F7/FGA/F13B/PLG/ANXA2/F7/TUBB1/SERPINF2/HRG/TFPI2
GO:0042773	ATP synthesis coupled electron transport	66	0.433632939401527	2.08598151626119	1.78135219217275e-06	0.00038441580307088	0.000354770352377984	3809	tags=57%, list=21%, signal=45%	COX5B/COX7A2/NDUFAB1/CDK1/CYC1/NDUFS7/COX7C/SDHD/NDUFAB1/UQCRFS1/NDUFA4/NDUFB6/UQCRC1/CCNB1/NDUFS2/UQCRH/NDUFB9/NDUFA6/COX5A/NDUFA12/NDUFS4/SDHB/NDUFB5/NDUFA10/NDUFB2/SDHC/NDUFB3/NDUFS3/NDUFV1/DGUOK/COX7A2L/NDUFS6/CHCHD2/UQCRC2/NDUFS5/NDUFB8/NDUFA3/NDUFB10/UQCRQ/COX5A/DNAJC15
GO:0042775	mitochondrial ATP synthesis coupled electron transport	66	0.433632939401527	2.08598151626119	1.78135219217275e-06	0.00038441580307088	0.000354770352377984	3809	tags=57%, list=21%, signal=45%	COX5B/COX7A2/NDUFAB1/CDK1/CYC1/NDUFS7/COX7C/SDHD/NDUFAB1/UQCRFS1/NDUFA4/NDUFB6/UQCRC1/CCNB1/NDUFS2/UQCRH/NDUFB9/NDUFA6/COX5A/NDUFA12/NDUFS4/SDHB/NDUFB5/NDUFA10/NDUFB2/SDHC/NDUFB3/NDUFS3/NDUFV1/DGUOK/COX7A2L/NDUFS6/CHCHD2/UQCRC2/NDUFS5/NDUFB8/NDUFA3/NDUFB10/UQCRQ/COX5A/DNAJC15
GO:0022904	respiratory electron transport chain	83	0.382821763440222	1.92426283601646	3.60408135670436e-06	0.000747846881516156	0.000690174284097637	3809	tags=51%, list=21%, signal=40%	COX5B/COX7A2/NDUFAB1/CDK1/CYC1/NDUFS7/COX7C/SDHD/NDUFAB1/UQCRFS1/NDUFA4/NDUFB6/UQCRC1/CCNB1/NDUFS2/UQCRH/NDUFB9/NDUFA6/COX5A/NDUFA12/NDUFS4/AIFM2/SDHB/NDUFB5/NDUFA10/NDUFB2/SDHC/NDUFB3/NDUFS3/NDUFV1/ETFA/SLC25A12/DGUOK/COX7A2L/NDUFS6/CHCHD2/UQCRC2/NDUFS5/NDUFB8/NDUFA3/SOD2/NDUFB10/IMMP2L/UQCRQ/COX5A/DNAJC15
GO:0030193	regulation of blood coagulation	49	-0.655681325629411	-1.85952058471518	1.22545595842313e-05	0.00244864255396029	0.00225980767381731	2634	tags=42%, list=15%, signal=36%	PROC/ANXA2/APOE/TBXA2R/PLAT/PROS1/EMILIN2/ST3GAL4/EMILIN1/SERPINC1/F7/ANO6/SERPINE1/ENPP4/CPB2/VTN/FGG/FGB/C1QTNF1/PRKG1/F7/FGA/PLG/ANXA2/F7/SERPINF2/HRG
GO:1900046	regulation of hemostasis	51	-0.64364082083246	-1.83424817557057	1.32421023260722e-05	0.00255146935889856	0.00235470466174141	2634	tags=40%, list=15%, signal=34%	PROC/ANXA2/APOE/TBXA2R/PLAT/PROS1/EMILIN2/ST3GAL4/EMILIN1/SERPINC1/F7/ANO6/SERPINE1/ENPP4/CPB2/VTN/FGG/FGB/C1QTNF1/PRKG1/F7/FGA/PLG/ANXA2/F7/SERPINF2/HRG
GO:0019348	dolichol metabolic process	21	0.659550348857324	2.46085340845893	1.79085655059116e-05	0.00290850502683831	0.00268420638543392	3567	tags=64%, list=20%, signal=51%	ALG13/MPDU1/ALG8/ALG6/ALG3/ALG10B/ALG12/DPM2/DOLK/DPM3/ALG2/DPM1/ALG9/DOLPP1
GO:0016226	iron-sulfur cluster assembly	27	0.594367754575518	2.40379234732119	1.92967728135519e-05	0.00290850502683831	0.00268420638543392	3501	tags=45%, list=20%, signal=36%	NDUFAB1/GLRX5/NDUFAB1/HSPA9/CIAO2A/CIAO1/BOLA3/BOLA2/ABCB7/NFS1/XDH/FDX2/FXN
GO:0031163	metallo-sulfur cluster assembly	27	0.594367754575518	2.40379234732119	1.92967728135519e-05	0.00290850502683831	0.00268420638543392	3501	tags=45%, list=20%, signal=36%	NDUFAB1/GLRX5/NDUFAB1/HSPA9/CIAO2A/CIAO1/BOLA3/BOLA2/ABCB7/NFS1/XDH/FDX2/FXN
GO:0061469	regulation of type B pancreatic cell proliferation	10	-0.886259581531019	-1.94653178577137	1.86948768543609e-05	0.00290850502683831	0.00268420638543392	1079	tags=67%, list=6%, signal=63%	SFRP1/IRS2/IRS2/CDK4/NR4A1/WNT3A/NR4A3/NR1D1
GO:0030194	positive regulation of blood coagulation	23	-0.759124508272157	-1.93162002011031	1.66351533701917e-05	0.00290850502683831	0.00268420638543392	3307	tags=67%, list=19%, signal=54%	DMTN/F2R/TBXA2R/PLAT/EMILIN2/ST3GAL4/EMILIN1/F7/ANO6/SERPINE1/ENPP4/CPB2/VTN/F7/PLG/F7/SERPINF2/HRG
GO:1900048	positive regulation of hemostasis	23	-0.759124508272157	-1.93162002011031	1.66351533701917e-05	0.00290850502683831	0.00268420638543392	3307	tags=67%, list=19%, signal=54%	DMTN/F2R/TBXA2R/PLAT/EMILIN2/ST3GAL4/EMILIN1/F7/ANO6/SERPINE1/ENPP4/CPB2/VTN/F7/PLG/F7/SERPINF2/HRG
GO:0050818	regulation of coagulation	52	-0.637330174766507	-1.8229805397412	1.7271187020519e-05	0.00290850502683831	0.00268420638543392	2634	tags=39%, list=15%, signal=33%	PROC/ANXA2/APOE/TBXA2R/PLAT/PROS1/EMILIN2/ST3GAL4/EMILIN1/SERPINC1/F7/ANO6/SERPINE1/ENPP4/CPB2/VTN/FGG/FGB/C1QTNF1/PRKG1/F7/FGA/PLG/ANXA2/F7/SERPINF2/HRG
GO:0050778	positive regulation of immune response	382	-0.440115953673711	-1.39059240862317	1.94080038862241e-05	0.00290850502683831	0.00268420638543392	4886	tags=41%, list=27%, signal=30%	MIR19A/BAG6/RPS3/IFNG/GFI1/INPP5D/C3/NLRC4/PRKCD/PTPN6/LTA/CD226/ZP3/IKBKE/MAVS/IKBKB/RC3H1/BAX/LTA/MIR19A/SERPING1/FADD/CYLD/STXBP1/GPATCH3/IPO5/TP53BP1/STX7/C8G/SFPQ/LCP2/IRF3/DAB2IP/TNIP1/RC3H1/REG3G/PRKD2/PRKCB/RPS19/IL10/GRB2/BLNK/GSDME/SIN3A/CASP6/DHX9/HCK/SPI1/SRC/TICAM2/TLR7/CD4/MARK4/STAT5B/OTUD4/C3/PTK2/RBM47/PTK2/ESR1/MIR140/SYK/ANXA1/MIR21/GAB2/WNK1/IRAK4/GRAMD4/PRKDC/CD4/CD1E/MIR17/PLEKHA1/LIMK1/MIR18A/CD79A/STING1/ABL1/TKFC/KCNJ8/C1S/JAK2/ADA/ITK/CTSS/IRF7/SH2D1B/WNT5A/APPL2/MED1/KMT5C/BCAR1/MASP2/PLA2G4A/SVEP1/MIR19A/RELA/PLD2/EP300/BLK/CGAS/CD4/HSP90AA1/CMKLR1/PDE4D/REG3G/TIRAP/HSPA8/B2M/CREBBP/IFIH1/NOP53/ZDHHC5/C3/FCER1G/RPS6KA3/NLRC3/TGFB2/RAB11FIP2/NCKAP1L/SEC14L1/C6/TNFSF13B/SH2B2/IRAK3/ITCH/CADM1/NOD2/CFD/HMCES/CARD9/C3/TLR3/LYN/UNC93B1/TLR2/IRF4/EPG5/BRAF/TLR6/TYK2/MBL2/C8B/LAMP1/SLA2/FOSL2/CMKLR1/SOS1/ZAP70/SASH3/NR1H4/TFRC/THEMIS/IFI35/XCL1/CD4/PLCL2/CD81/PLA2G4A/IRF1/C3/C9/LTF/CTSS/NOD1/C7/PCK1/C4B/MIR21/IL1B/ACOD1/FOSL1/ZNFX1/BRCC3/DHX58/C1QC/RSAD2/C1QA/HLA-DQA2/CLU/CFB/C3/NR4A3/NR1D1/HRG/HLA-DQA1/CD74/HLA-DQA1/CD74
GO:0019882	antigen processing and presentation	55	-0.627859207407118	-1.80851284143232	2.10010269862127e-05	0.00306217677271939	0.00282602724451738	2976	tags=40%, list=17%, signal=34%	RAB3C/DNM2/TAP1/CD1E/DNM2/CTSS/RAB35/PIKFYVE/B2M/ERAP1/FCER1G/NOD2/CTSV/CTSL/UNC93B1/WAS/ERAP2/ERAP1/CTSS/TAPBP/NOD1/HLA-DQA2/PSME1/FGL2/HLA-DQA1/PSMB8/CD74/HLA-DQA1/CD74
GO:0000154	rRNA modification	26	0.608213010315019	2.45912097863483	2.19962794748503e-05	0.00312289283596887	0.0028820609949042	4551	tags=62%, list=26%, signal=46%	NOP10/DKC1/GAR1/NHP2/NAT10/FBLL1/RPUSD2/TRMT2B/TRMT61B/DIMT1/NSUN5/TFB2M/BUD23/TSR3/METTL16/FTSJ3
GO:0050776	regulation of immune response	489	-0.427322094359031	-1.35635100627849	2.38759636905636e-05	0.0033028416438613	0.00304813247655508	5056	tags=40%, list=28%, signal=29%	GATA2/FES/XIAP/STAT6/NCF1/N4BP1/PAK1/MIR19A/BAG6/RPS3/IFNG/GFI1/SMCR8/INPP5D/C3/NLRC4/PRKCD/PTPN6/LTA/CD226/ZP3/IKBKE/FER/MAVS/IKBKB/RC3H1/BAX/LTA/MIR19A/SERPING1/FADD/CYLD/STXBP1/GPATCH3/IPO5/TP53BP1/STX7/C8G/SFPQ/LCP2/IRF3/DAB2IP/TNIP1/RC3H1/REG3G/PRKD2/PRKCB/SMAD3/RPS19/IL10/GRB2/ADAR/BLNK/GSDME/SIN3A/CASP6/DHX9/HCK/SPI1/SRC/TICAM2/TLR7/GRN/CD4/SAMSN1/MARK4/STAT5B/MAP3K1/OTUD4/C3/PTK2/RBM47/PTK2/IL13RA2/OTOP1/ESR1/LOXL3/DNASE2/MIR140/SYK/ANXA1/MIR21/GAB2/WNK1/IRAK4/GRAMD4/PRKDC/GIGYF2/CD4/PKN1/CD1E/MIR17/PLEKHA1/LIMK1/MIR18A/CD79A/STING1/ABL1/TKFC/KCNJ8/TRPM4/C1S/JAK2/ADA/ITK/CTSS/IRF7/BATF/PLK2/SH2D1B/WNT5A/APPL2/PKN1/MAP2K4/APOE/MED1/KMT5C/LRP8/BCAR1/MASP2/PLA2G4A/SVEP1/MAP2K4/MIR19A/RELA/PLD2/EP300/BLK/CGAS/CD4/HSP90AA1/CMKLR1/PDE4D/REG3G/KIT/TIRAP/SUPT6H/HSPA8/B2M/MUL1/CREBBP/IFIH1/PARP14/NOP53/ZBTB7B/ZDHHC5/ERAP1/C3/FCER1G/RPS6KA3/NLRC3/TGFB2/RAB11FIP2/NCKAP1L/SEC14L1/C6/TNFSF13B/SH2B2/IRAK3/ITCH/CADM1/NOD2/CFD/MAP2K7/HMCES/CARD9/C3/TLR3/AKT1/LYN/UNC93B1/WAS/TLR2/IRF4/EPG5/BRAF/TLR6/TYK2/MBL2/C8B/LAMP1/SLA2/ERAP1/FOSL2/CMKLR1/SOS1/ZAP70/SASH3/NR1H4/TFRC/THEMIS/IFI35/XCL1/CD4/PLCL2/CD81/PLA2G4A/IRF1/C3/C9/LTF/ISG15/CTSS/NOD1/GPR17/C7/PCK1/C4B/MIR21/IL1B/ACOD1/STAT2/FOSL1/ZNFX1/BRCC3/DHX58/C1QC/RSAD2/C1QA/HLA-DQA2/CLU/CFB/JUNB/AMBP/C3/NR4A3/NR1D1/ARG2/FGL2/HRG/JUNB/HLA-DQA1/CD74/HLA-DQA1/CD74
GO:0006268	DNA unwinding involved in DNA replication	17	0.711040406528117	2.52747398491512	2.45466312905504e-05	0.00331072689531298	0.00305540963169219	3276	tags=72%, list=18%, signal=59%	GINS2/MCM3/MCM2/MCM4/SSBP1/MCM5/MCM6/RAD51/TWNK/CDC45/MCM7/GINS3/GINS4
GO:0006400	tRNA modification	82	0.360620647254764	1.93669540459574	3.24340881522481e-05	0.00426785135564337	0.00393872238665297	4694	tags=54%, list=26%, signal=40%	METTL2B/QTRT2/METTL8/DPH3/OSGEP/TRMT11/NAT10/DUS1L/TRMT1L/ELP5/TRMT1/SSB/ELP2/THG1L/TRMT2B/KTI12/TRMT61B/ELP3/NSUN2/TRMT61A/ALKBH1/FTSJ1/ELP4/PUS1/PUS10/WDR4/ELP6/TRMT5/DUS2/THUMPD1/URM1/TYW5/TRUB1/ALKBH8/METTL6/TRIT1/TRMT12/HSD17B10/CDKAL1/YRDC/PUS3/MOCS3/TRDMT1/QTRT1
GO:0071816	tail-anchored membrane protein insertion into ER membrane	16	0.722843963618704	2.53850233307899	3.34898555271904e-05	0.00430185168021886	0.00397010066775967	3304	tags=63%, list=19%, signal=52%	EMC4/EMC6/EMC1/MMGT1/EMC7/EMC8/SGTA/EMC3/EMC10/GET3/EMC4/GET4
GO:0000727	double-strand break repair via break-induced replication	12	0.78777494543108	2.47872989737388	3.8633240341227e-05	0.00473989498424564	0.00437436286532011	2376	tags=75%, list=13%, signal=65%	GINS2/MCM3/MCM2/MCM4/MCM5/MCM6/CDC7/CDC45/MCM7
