ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
hsa04950	Maturity onset diabetes of the young	20	0.790937570702079	1.8580152614544	0.000120175084994265	0.00332484401817465	0.00265650187882058	1944	tags=65%, list=11%, signal=58%	5313/3630/4760/5080/6514/6928/2645/5080/3172/6928/3174/3110/168620/3280/3175
hsa00830	Retinol metabolism	30	0.712059973312967	1.80968700702573	0.000178361544970965	0.00454866171907771	0.0036343143728839	2787	tags=40%, list=16%, signal=34%	6121/1577/339761/5959/574537/1551/79799/7366/9249/157506/50700/54658/8854/10720/54658/1544/220/10170/7363/8694/54600
hsa00983	Drug metabolism - other enzymes	47	0.653332673808055	1.79112460715206	0.00019181103634665	0.00454866171907771	0.0036343143728839	2787	tags=36%, list=16%, signal=30%	6241/4830/10/1807/1806/978/574537/1066/79799/1066/7366/2939/978/51733/54658/10720/54658/9446/7498/4833/1854/7363/7378/3614/54600
hsa03320	PPAR signaling pathway	56	0.625245453550714	1.75242373572087	0.000210289252552303	0.00465440212315765	0.00371879941355652	2968	tags=33%, list=17%, signal=28%	2172/5105/7350/1582/2173/1581/51703/2169/335/2168/6319/9415/948/51129/7316/4023/6319/2182/5465/6258/5106/123/6257/4023/10998
hsa04080	Neuroactive ligand-receptor interaction	265	0.468878234495916	1.48442710511338	0.000269272001159049	0.00558739402405027	0.00446424633500529	2794	tags=30%, list=16%, signal=26%	5644/2641/6750/2641/6750/7432/7432/5697/718/2902/2695/718/5340/4852/718/1443/2569/2743/623/1143/5697/1081/186/1815/117579/7252/885/2554/51083/797/4828/2891/183/5179/113091/5443/2902/1136/116/624/2566/22953/718/5617/2897/90226/53637/2570/5618/3352/2912/2891/117/79957/1901/1132/2559/2563/53637/2562/116/4828/2916/200959/718/10022/1135/718/2912/6752/2569/133/6866/2565/1815/2904/10857/1910/4988/3350/8620/2911/6863/2150/4922/7349/5025/117/122876/286530/4886/5367/2561/2570/6751/1907/1141/7067/2859/1142/4986/5734/1133
hsa05033	Nicotine addiction	31	0.703930620979546	1.7986105739873	0.00041184102188104	0.00804301289791208	0.00642625000086824	2667	tags=51%, list=15%, signal=44%	2902/140679/2569/57030/2554/2891/57030/2902/2566/57084/2570/2891/2559/2563/2562/200959/2569/2565/2904/2561/2570/1141
hsa05171	Coronavirus disease - COVID-19	151	0.500516174825521	1.54717299907555	0.000464727401565312	0.00857163873998242	0.00684861433885723	4368	tags=42%, list=24%, signal=32%	2353/59272/718/2243/718/2165/718/2266/735/2244/2165/2165/4153/1440/7113/732/718/730/7124/1839/1675/9636/51121/7450/718/718/3725/5602/4615/6128/6206/733/6135/6152/7098/10747/720/2162/6160/7311/6136/6187/1839/716/6129/2165/5295/6850/6223/6133/729/3455/6218/3921/6125/6137/6773/200916/340061/4153/11224/6230/9045/6166/6156/6204/6231/6203/6147/6134/6167/6175/7132
hsa04911	Insulin secretion	63	0.601630371840688	1.71074086795971	0.000598840319013251	0.0104639466269684	0.00836054074190245	2439	tags=29%, list=14%, signal=25%	2641/2641/3630/476/6616/6513/2695/6514/2645/482/6616/5864/885/23439/107/476/468/116/9699/117/116/6833/109/468/11069/117
hsa05034	Alcoholism	99	0.537046917650978	1.61170978782203	0.000757402204510456	0.0125728765948736	0.0100455450282439	3500	tags=32%, list=20%, signal=26%	2793/2784/2784/2354/2775/2791/2793/2785/2902/4852/94235/91860/468/55970/2902/4129/84254/4129/2790/2904/440093/6654/814/468/2030/440093/10488/10681/2885/8338/673/3014/627/8364/2786/1392/3265/94239/84152/3014/1644
hsa04614	Renin-angiotensin system	14	0.785760633805508	1.72674320229799	0.000984618123568144	0.0155663436678392	0.0124372815608608	2181	tags=47%, list=12%, signal=41%	290/59272/2028/186/183/57486/290
hsa04964	Proximal tubule bicarbonate reclamation	17	0.756445136832127	1.73500351446781	0.00119717556070145	0.0172788859188677	0.0138055778425956	1701	tags=29%, list=10%, signal=27%	5105/476/762/482/23439/476/8671/27165/762/10991
hsa04975	Fat digestion and absorption	28	0.68034212356624	1.71608903947514	0.00124907609052055	0.0172788859188677	0.0138055778425956	2107	tags=32%, list=12%, signal=29%	1056/1056/2169/80168/335/4547/29881/84649/2168/948/338/64240
hsa00230	Purine metabolism	100	0.531087323698341	1.59408522245669	0.00120650936380709	0.0172788859188677	0.0138055778425956	3725	tags=37%, list=21%, signal=29%	6241/4860/4860/5146/2987/2982/4830/4860/107/957/270/9615/9060/100/2983/4907/5151/51816/4860/122622/271/124583/284958/109/7498/5167/205/4833/8654/3614/377841/5147/159/50808/55276/132/132/5158/471/5137/55821/4860/953
hsa04926	Relaxin signaling pathway	98	0.530979213957845	1.592677437675	0.00134319512664383	0.0178376312818301	0.0142520072384945	3573	tags=29%, list=20%, signal=24%	2793/2784/2353/2784/2775/2791/2793/2785/1277/94235/117579/107/468/55970/7422/10022/3725/5602/2790/1284/1910/6654/4318/109/468/2277/10488/10681/2885/5295/7048/117579/2786/1278/3265/10022/1277/6416
hsa04725	Cholinergic synapse	96	0.525916285924934	1.57771134048093	0.00144268930505832	0.0184220326645908	0.0147189354200282	3836	tags=31%, list=22%, signal=25%	2793/2784/2353/2784/2775/2791/2793/2785/1143/94235/2534/107/6572/468/55970/1136/6572/1132/2790/814/109/468/10488/1141/10681/1133/5295/2776/2786/778/3708/3265/3763/1133/3717/3786/10000/1137/779
hsa05163	Human cytomegalovirus infection	148	0.487972610850825	1.50620007086064	0.00164970985313107	0.0202853211570191	0.0162076757500596	3786	tags=24%, list=21%, signal=19%	2793/2784/2784/2775/2791/2793/2785/414062/6348/94235/91860/1019/107/468/55970/4609/7124/7422/5881/4609/3685/2790/1026/6654/6892/5743/109/468/10488/10681/2885/5734/7248/5295/2776/9564/2786/3708/3265/6348/1021/340061/414062/2778/10000
hsa00340	Histidine metabolism	16	0.753560069543628	1.71004612222206	0.00172435109283466	0.020445877243611	0.0163359577215915	1405	tags=42%, list=8%, signal=39%	26/131669/10841/3034/3176/144193/4129/4129
hsa05204	Chemical carcinogenesis - DNA adducts	32	0.656842220525539	1.68556687050561	0.00189856818656651	0.0217353323427614	0.0173662135395557	2787	tags=37%, list=16%, signal=31%	1577/10/6799/6817/574537/1551/79799/445329/6822/7366/2939/54658/10720/54658/9446/1544/6799/5743/6799/7363/54600
hsa04512	ECM-receptor interaction	54	0.583579754708094	1.63567178171463	0.00263925151463614	0.0292077167619733	0.0233365397083617	3491	tags=39%, list=20%, signal=32%	1280/9899/9899/1298/1297/1277/7060/7448/9900/948/1292/7450/6385/3685/3674/1284/8515/3672/7059/2812/1293/3688/1280/7143/1278/2335/1277
hsa04978	Mineral absorption	37	0.634997618295216	1.67767198806723	0.00281937709898287	0.030194619253623	0.024125060405558	3620	tags=43%, list=20%, signal=34%	795/476/340024/1811/340024/10568/482/490/6569/23439/476/6523/65010/2495/261729/2495/490/6550/55630/6546/54822/7421/7779
hsa04145	Phagosome	88	0.519925565154162	1.54761426873679	0.00308626718514347	0.031049718347504	0.0248082721102441	2413	tags=24%, list=14%, signal=21%	10383/718/10383/718/718/84790/535/7060/81027/7846/155066/4153/537/718/948/1778/527/7280/203068/718/718/3685/7037/7879/1780/23673/7059/3916/90423/526
hsa04723	Retrograde endocannabinoid signaling	126	0.494341523277645	1.51105522685964	0.00306350120882365	0.031049718347504	0.0248082721102441	2566	tags=23%, list=14%, signal=20%	2793/2784/2784/56901/2775/2791/2793/2785/140679/2569/57030/94235/2554/107/2891/55970/57030/2566/57084/2570/2891/57406/2559/2563/2562/200959/5602/2569/2790/2565/2911/5743/109/22999/2561/2570
hsa04979	Cholesterol metabolism	42	0.612093760518627	1.64981958028596	0.00346928716846497	0.0329819416297476	0.026352090331948	3105	tags=35%, list=17%, signal=29%	6770/1581/335/27141/27329/948/4036/51129/4023/338/64240/1071/9388/3990/57552/29116/4023/10577/4035
hsa04728	Dopaminergic synapse	107	0.500055591909841	1.510566788868	0.00347701191879869	0.0329819416297476	0.026352090331948	2092	tags=18%, list=12%, signal=16%	2793/2784/2353/2784/2775/2791/2793/2785/3798/94235/1815/91860/5521/1312/468/2891/55970/5521/4129/4129/2891/5602/2790/1815/2904/50632
hsa00330	Arginine and proline metabolism	40	0.610594029696945	1.63302390841327	0.00412740827450209	0.0370351228955323	0.0295905230490619	1766	tags=30%, list=10%, signal=27%	1160/26/384/6303/4942/6303/112817/79814/2628/1160/58510/383/4129/4129/1159/8659
hsa05167	Kaposi sarcoma-associated herpesvirus infection	125	0.488716532916317	1.49220375264813	0.00404377250207107	0.0370351228955323	0.0295905230490619	3601	tags=27%, list=20%, signal=22%	2793/2784/2353/2784/2791/2793/2785/718/718/718/94235/91860/1019/55970/4609/718/7422/7316/718/718/4609/3725/5602/2790/1026/3665/7098/5743/7311/7314/10681/5295/6850/285/3455/2786/3708/3265/7316/3717/6416/6773/1021
hsa04910	Insulin signaling pathway	110	0.497051647102762	1.50436462878077	0.00460226232776357	0.0402092392846712	0.0321265957505934	2932	tags=21%, list=16%, signal=18%	8789/5105/5313/3630/9021/5836/2645/2538/91860/80201/2998/9021/5573/8835/5577/8651/6720/5575/5602/10603/6654/5576/5106/8660/5564/3643/2885/673/7248/5295
hsa00051	Fructose and mannose metabolism	29	0.644055472521106	1.62963621211112	0.00495319077904365	0.0418459223151986	0.0334342816215283	1684	tags=23%, list=9%, signal=21%	8789/230/80201/5209/231/229/441282/6652/3795
hsa04915	Estrogen signaling pathway	87	0.516728701023346	1.53047965507279	0.00504167738737332	0.0418459223151986	0.0334342816215283	3362	tags=28%, list=19%, signal=23%	2353/2775/3880/91860/107/468/5443/1839/3312/3320/3725/2289/6654/4988/4318/2911/109/468/1839/10488/2885/5295/2776/2852/3708/3880/3265/7039/2099/3763
hsa05150	Staphylococcus aureus infection	17	0.709215460893226	1.6266762217783	0.0061946455585047	0.0494894736225081	0.0395413676375144	2687	tags=48%, list=15%, signal=41%	3880/718/718/5340/718/2266/4153/718/1675/718/718/10747/720/716
hsa04657	IL-17 signaling pathway	50	0.574872852869482	1.59179943510792	0.00637652991495899	0.0494894736225081	0.0395413676375144	2323	tags=23%, list=13%, signal=20%	2353/2354/8061/1051/1440/3727/7124/3320/3725/5602/53342/4318/5597/5743
hsa04925	Aldosterone synthesis and secretion	74	0.526955008035178	1.53628897358193	0.00640978122219231	0.0494894736225081	0.0395413676375144	1082	tags=18%, list=6%, signal=17%	6770/476/57172/57172/3164/482/490/4929/91860/23439/1583/107/476/468/3284/183/5443
