SYMBOL	GO
zic1	GO:0046872
hhex	GO:0000978
hhex	GO:0000981
hhex	GO:0003677
hhex	GO:0043565
ube2kb	GO:0000166
ube2kb	GO:0005524
ube2kb	GO:0016740
ube2kb	GO:0061631
skia	GO:0000978
skia	GO:0000981
skia	GO:0046332
klf1	GO:0000978
klf1	GO:0000981
klf1	GO:0003700
klf1	GO:0043565
klf1	GO:0046872
wnt5b	GO:0005102
wnt5b	GO:0005109
wnt5b	GO:0005125
svila	GO:0003779
svila	GO:0005546
svila	GO:0051015
skib	GO:0000978
skib	GO:0000981
skib	GO:0046332
cth1	GO:0046872
mixl1	GO:0000978
mixl1	GO:0000981
mixl1	GO:0001228
mixl1	GO:0003677
mixl1	GO:0005515
ddx3xb	GO:0000166
ddx3xb	GO:0003676
ddx3xb	GO:0003723
ddx3xb	GO:0003724
ddx3xb	GO:0004386
ddx3xb	GO:0005524
ddx3xb	GO:0016787
spi1b	GO:0000981
spi1b	GO:0003677
spi1b	GO:0003700
spi1b	GO:0005515
spi1b	GO:0043565
frzb	GO:0017147
dlc	GO:0005112
dlc	GO:0005509
dlc	GO:0030165
dlc	GO:0042802
flt4	GO:0000166
flt4	GO:0004672
flt4	GO:0004713
flt4	GO:0004714
flt4	GO:0005021
flt4	GO:0005524
flt4	GO:0016301
flt4	GO:0016740
flt4	GO:0042802
wnt8a	GO:0005102
wnt8a	GO:0005109
wnt8a	GO:0005125
wnt4	GO:0005102
wnt4	GO:0005109
wnt4	GO:0005125
gdf3	GO:0005125
gdf3	GO:0008083
foxa2	GO:0000976
foxa2	GO:0000978
foxa2	GO:0000981
foxa2	GO:0003677
foxa2	GO:0003700
foxa2	GO:0008134
foxa2	GO:0019904
foxa2	GO:0043565
wnt2	GO:0005102
wnt2	GO:0005109
wnt2	GO:0005125
wnt1	GO:0005102
wnt1	GO:0005109
wnt1	GO:0005125
dmrt2a	GO:0000978
dmrt2a	GO:0000981
dmrt2a	GO:0003677
dmrt2a	GO:0003700
dmrt2a	GO:0043565
dmrt2a	GO:0046872
men1	GO:0000403
men1	GO:0000976
men1	GO:0003677
men1	GO:0003682
men1	GO:0005515
dla	GO:0005112
dla	GO:0005509
dla	GO:0005515
dld	GO:0005112
dld	GO:0005509
dld	GO:0005515
dld	GO:0030165
clocka	GO:0000978
clocka	GO:0000981
clocka	GO:0003677
clocka	GO:0003700
clocka	GO:0005515
clocka	GO:0046983
clocka	GO:0070888
dlb	GO:0005112
dlb	GO:0005509
wnt8b	GO:0005102
wnt8b	GO:0005109
wnt8b	GO:0005125
lft1	GO:0005125
lft1	GO:0005160
lft1	GO:0005515
lft1	GO:0008083
lft2	GO:0005125
lft2	GO:0005160
lft2	GO:0008083
isl1a	GO:0000981
isl1a	GO:0000987
isl1a	GO:0003677
isl1a	GO:0046872
desma	GO:0005200
isl2b	GO:0000981
isl2b	GO:0000987
isl2b	GO:0003677
isl2b	GO:0046872
gli2a	GO:0000977
gli2a	GO:0000978
gli2a	GO:0000981
gli2a	GO:0003677
gli2a	GO:0043565
gli2a	GO:0046872
tenm3	GO:0042803
tenm3	GO:0046982
tenm3	GO:0050839
tenm4	GO:0003824
tenm4	GO:0042803
tenm4	GO:0046982
tenm4	GO:0050839
isl2a	GO:0000981
isl2a	GO:0000987
isl2a	GO:0003677
isl2a	GO:0046872
lfng	GO:0008375
lfng	GO:0016740
lfng	GO:0016757
lfng	GO:0033829
lfng	GO:0046872
tcf15	GO:0000977
tcf15	GO:0000981
tcf15	GO:0046983
chrd	GO:0005515
chrd	GO:0036122
tapbp.1	GO:0003674
tapbp.1	GO:0003823
tapbp.1	GO:0062061
pitx2	GO:0000978
pitx2	GO:0000981
pitx2	GO:0003677
pitx2	GO:0003700
drl	GO:0000977
drl	GO:0000981
drl	GO:0003677
drl	GO:0008270
drl	GO:0046872
neurod1	GO:0000978
neurod1	GO:0000981
neurod1	GO:0003677
neurod1	GO:0046983
dharma	GO:0000977
dharma	GO:0000981
dharma	GO:0003677
wnt10a	GO:0005102
wnt10a	GO:0005109
wnt10a	GO:0005125
nup93	GO:0017056
nog3	GO:0003674
nog1	GO:0003674
twist1a	GO:0000977
twist1a	GO:0000981
twist1a	GO:0046983
twist3	GO:0000977
twist3	GO:0000981
twist3	GO:0046983
ikzf1	GO:0000978
ikzf1	GO:0003700
ikzf1	GO:0046872
gdf6b	GO:0005125
gdf6b	GO:0008083
ptch2	GO:0005119
ptch2	GO:0008158
ptch2	GO:0097108
acvr1ba	GO:0000166
acvr1ba	GO:0004672
acvr1ba	GO:0004674
acvr1ba	GO:0004675
acvr1ba	GO:0005524
acvr1ba	GO:0016301
acvr1ba	GO:0016361
acvr1ba	GO:0016740
acvr1ba	GO:0048185
nog2	GO:0003674
crestin	GO:0003674
copg2	GO:0005198
ccne1	GO:0016301
ccne1	GO:0016538
ptch1	GO:0005119
ptch1	GO:0008158
ptch1	GO:0097108
egr2b	GO:0000978
egr2b	GO:0000981
egr2b	GO:0003677
egr2b	GO:0046872
alcama	GO:0042802
lmnb2	GO:0005200
dkk1b	GO:0005515
dkk1b	GO:0039706
dkk1b	GO:0048019
epd	GO:0005509
myog	GO:0000978
myog	GO:0000981
myog	GO:0003677
myog	GO:0046983
spon2a	GO:0046872
spon2b	GO:0046872
cpsf4	GO:0003676
cpsf4	GO:0008270
cpsf4	GO:0046872
tle3a	GO:0003714
tle3a	GO:0005515
tyr	GO:0004097
tyr	GO:0004503
tyr	GO:0016491
mafba	GO:0000978
mafba	GO:0000981
mafba	GO:0003677
mafba	GO:0003700
pyya	GO:0001664
pyya	GO:0005179
pyya	GO:0005184
pyya	GO:0005515
pyya	GO:0031841
pyya	GO:0031843
gsc	GO:0000978
gsc	GO:0000981
gsc	GO:0003677
hbba1	GO:0005344
hbba1	GO:0019825
hbba1	GO:0020037
hbba1	GO:0046872
efna2a	GO:0046875
efnb2a	GO:0046875
psen1	GO:0004175
psen1	GO:0004190
psen1	GO:0008013
psen1	GO:0008233
psen1	GO:0016787
psen1	GO:0042500
psen1	GO:0045296
ccnd1	GO:0003714
ccnd1	GO:0016538
efna5b	GO:0046875
smo	GO:0004888
smo	GO:0004930
smo	GO:0005113
smo	GO:0008142
smo	GO:0046872
pes	GO:0003723
pes	GO:0043021
inab	GO:0005200
inab	GO:0099184
nipsnap1	GO:0003674
tnn	GO:0005178
gja1b	GO:0005243
gja1b	GO:0005515
gja1b	GO:0022832
gja1b	GO:0022857
gja1b	GO:0055077
en2b	GO:0000978
en2b	GO:0000981
en2b	GO:0003677
neurog1	GO:0000978
neurog1	GO:0000981
neurog1	GO:0003677
neurog1	GO:0003682
neurog1	GO:0005515
neurog1	GO:0046983
neurog1	GO:0070888
fbln1	GO:0005509
fbln1	GO:0016504
mest	GO:0003824
en2a	GO:0000978
en2a	GO:0000981
en2a	GO:0003677
en1a	GO:0000978
en1a	GO:0000981
en1a	GO:0003677
wt1a	GO:0000978
wt1a	GO:0000981
wt1a	GO:0003677
wt1a	GO:0003723
wt1a	GO:0046872
calr3a	GO:0005509
calr3a	GO:0046872
calr3a	GO:0051082
sema3d	GO:0030215
sema3d	GO:0038191
sema3d	GO:0045499
sema3h	GO:0030215
sema3h	GO:0038191
sema3h	GO:0045499
tbx2b	GO:0000978
tbx2b	GO:0000981
tbx2b	GO:0003677
tbx2b	GO:0003700
tbx16l	GO:0000978
tbx16l	GO:0000981
tbx16l	GO:0003677
tbx16l	GO:0003700
tfa	GO:0046872
kita	GO:0000166
kita	GO:0004672
kita	GO:0004713
kita	GO:0004714
kita	GO:0005524
kita	GO:0016301
kita	GO:0016740
kita	GO:0019955
kita	GO:0046872
prph	GO:0005198
prph	GO:0005200
noto	GO:0000978
noto	GO:0000981
noto	GO:0003677
ins	GO:0005179
ddx4	GO:0000166
ddx4	GO:0003676
ddx4	GO:0003723
ddx4	GO:0003724
ddx4	GO:0004386
ddx4	GO:0005524
ddx4	GO:0016787
tbx16	GO:0000976
tbx16	GO:0000978
tbx16	GO:0000981
tbx16	GO:0003677
tbx16	GO:0003700
ctnnb1	GO:0003713
ctnnb1	GO:0005515
ctnnb1	GO:0019903
ctnnb1	GO:0045294
ctnnb1	GO:0045296
ctnnb1	GO:0140297
sema3aa	GO:0030215
sema3aa	GO:0038191
sema3aa	GO:0045499
sema3ab	GO:0030215
sema3ab	GO:0038191
sema3ab	GO:0045499
ccl27a	GO:0005125
ccl27a	GO:0008009
shha	GO:0005113
shha	GO:0005509
shha	GO:0008233
shha	GO:0016787
shha	GO:0046872
ngfa	GO:0005102
ngfa	GO:0005163
ngfa	GO:0008083
nr1d2b	GO:0000978
nr1d2b	GO:0003677
nr1d2b	GO:0003700
nr1d2b	GO:0004879
nr1d2b	GO:0008270
nr1d2b	GO:0043565
nr1d2b	GO:0046872
snai1a	GO:0000978
snai1a	GO:0000981
snai1a	GO:0008270
snai1a	GO:0046872
snai1a	GO:0051059
foxg1a	GO:0003677
foxg1a	GO:0003700
foxg1a	GO:0043565
foxg1a	GO:1990837
inhbb	GO:0005125
inhbb	GO:0005179
inhbb	GO:0008083
gjc4b	GO:0005243
mdka	GO:0008083
mdka	GO:0008201
jak1	GO:0000166
jak1	GO:0004672
jak1	GO:0004713
jak1	GO:0004715
jak1	GO:0005126
jak1	GO:0005131
jak1	GO:0005524
jak1	GO:0016301
jak1	GO:0016740
jak1	GO:0046872
npy	GO:0001664
npy	GO:0005179
npy	GO:0005184
npy	GO:0005515
npy	GO:0031841
npy	GO:0031843
wnt11	GO:0005102
wnt11	GO:0005109
wnt11	GO:0005125
her5	GO:0000978
her5	GO:0000981
her5	GO:0003677
her5	GO:0003700
her5	GO:0005515
her5	GO:0042803
her5	GO:0046982
her5	GO:0046983
her1	GO:0000978
her1	GO:0000981
her1	GO:0003677
her1	GO:0046982
her1	GO:0046983
her6	GO:0000978
her6	GO:0000981
her6	GO:0003677
her6	GO:0046983
her3	GO:0000978
her3	GO:0000981
her3	GO:0003677
her3	GO:0046983
rcp	GO:0003674
cdh2	GO:0005509
cdh2	GO:0045296
cdh2	GO:0046872
ndr2	GO:0005125
ndr2	GO:0008083
ndr2	GO:0070698
or70b1	GO:0004930
or70b1	GO:0004984
or70b1	GO:0005549
rho	GO:0004930
rho	GO:0005502
rho	GO:0008020
rho	GO:0009881
rho	GO:0016918
foxo3b	GO:0000978
foxo3b	GO:0000981
foxo3b	GO:0003677
foxo3b	GO:0003700
foxo3b	GO:0005515
foxo3b	GO:0043565
cdh4	GO:0005509
cdh4	GO:0045296
cdh4	GO:0046872
jak2b	GO:0000166
jak2b	GO:0004672
jak2b	GO:0004713
jak2b	GO:0004715
jak2b	GO:0005126
jak2b	GO:0005131
jak2b	GO:0005524
jak2b	GO:0016301
jak2b	GO:0016740
jak2b	GO:0042393
ihhb	GO:0005113
ihhb	GO:0005509
ihhb	GO:0008233
ihhb	GO:0016787
ihhb	GO:0046872
her2	GO:0000978
her2	GO:0000981
her2	GO:0003677
her2	GO:0046983
her4.5	GO:0003677
her4.5	GO:0046983
atoh1a	GO:0000978
atoh1a	GO:0000981
atoh1a	GO:0003682
atoh1a	GO:0046983
tdgf1	GO:0005102
tdgf1	GO:0038100
tdgf1	GO:0070697
jak2a	GO:0000166
jak2a	GO:0004672
jak2a	GO:0004713
jak2a	GO:0004715
jak2a	GO:0005126
jak2a	GO:0005131
jak2a	GO:0005524
jak2a	GO:0016301
jak2a	GO:0016740
wnt10b	GO:0005102
wnt10b	GO:0005109
wnt10b	GO:0005125
tcf3a	GO:0000978
tcf3a	GO:0000981
tcf3a	GO:0043565
tcf3a	GO:0046983
ek1	GO:0000166
ek1	GO:0004672
ek1	GO:0004713
ek1	GO:0004714
ek1	GO:0005003
ek1	GO:0005004
ek1	GO:0005005
ek1	GO:0005524
ek1	GO:0016301
ek1	GO:0016740
ephb3a	GO:0000166
ephb3a	GO:0004672
ephb3a	GO:0004713
ephb3a	GO:0004714
ephb3a	GO:0005003
ephb3a	GO:0005005
ephb3a	GO:0005524
ephb3a	GO:0016301
ephb3a	GO:0016740
apoeb	GO:0008201
apoeb	GO:0008289
apoeb	GO:0042802
apoeb	GO:0043395
apoeb	GO:0050750
foxn4	GO:0000981
foxn4	GO:0000987
foxn4	GO:0003677
foxn4	GO:0003682
foxn4	GO:0003700
foxn4	GO:0043565
otpb	GO:0000981
otpb	GO:0003677
hoxb5a	GO:0000978
hoxb5a	GO:0000981
hoxb5a	GO:0003677
hoxb5a	GO:0003700
pou3f3b	GO:0000978
pou3f3b	GO:0000981
pou3f3b	GO:0003677
pou3f3b	GO:0003700
tpma	GO:0003779
tpma	GO:0042802
tpma	GO:0042803
tpma	GO:0046982
tpma	GO:0051015
hoxa2b	GO:0000978
hoxa2b	GO:0000981
hoxa2b	GO:0003677
hoxa2b	GO:0003700
cyt1	GO:0005198
cki	GO:0005198
hoxd4a	GO:0000978
hoxd4a	GO:0000981
hoxd4a	GO:0003677
hoxd4a	GO:0003700
cahz	GO:0004089
cahz	GO:0008270
cahz	GO:0016829
cahz	GO:0016836
cahz	GO:0046872
lmo2	GO:0003677
lmo2	GO:0003713
lmo2	GO:0046872
lmo2	GO:0140297
pou5f3	GO:0000978
pou5f3	GO:0000981
pou5f3	GO:0003677
pou5f3	GO:0003682
pou5f3	GO:0003700
pou5f3	GO:0043565
pou5f3	GO:0046982
pou6f1	GO:0000978
pou6f1	GO:0000981
pou6f1	GO:0003677
pou6f1	GO:0003700
eve1	GO:0000978
eve1	GO:0000981
eve1	GO:0003677
hoxb1a	GO:0000978
hoxb1a	GO:0000981
hoxb1a	GO:0003677
hoxb1a	GO:0043565
hoxb2a	GO:0000978
hoxb2a	GO:0000981
hoxb2a	GO:0003677
hoxb2a	GO:0003700
hoxb3a	GO:0000978
hoxb3a	GO:0000981
hoxb3a	GO:0003677
hoxb3a	GO:0003700
hoxb4a	GO:0000978
hoxb4a	GO:0000981
hoxb4a	GO:0003677
hoxb4a	GO:0003700
hoxb6a	GO:0000978
hoxb6a	GO:0000981
hoxb6a	GO:0003677
hoxb6a	GO:0003700
hoxb8a	GO:0000977
hoxb8a	GO:0000981
hoxb8a	GO:0003677
hoxb8a	GO:0003700
hoxb9a	GO:0000978
hoxb9a	GO:0000981
hoxb9a	GO:0003677
hoxb9a	GO:0003700
hoxc4a	GO:0000978
hoxc4a	GO:0000981
hoxc4a	GO:0003677
hoxc4a	GO:0003700
hoxc6a	GO:0000978
hoxc6a	GO:0000981
hoxc6a	GO:0003677
hoxc6a	GO:0003700
hoxd3a	GO:0000978
hoxd3a	GO:0000981
hoxd3a	GO:0003677
hoxd3a	GO:0003700
hoxd9a	GO:0000978
hoxd9a	GO:0000981
hoxd9a	GO:0003677
hoxd9a	GO:0003700
lpl	GO:0004465
lpl	GO:0004620
lpl	GO:0004806
lpl	GO:0008201
lpl	GO:0016298
lpl	GO:0016787
lpl	GO:0034185
lpl	GO:0046872
lpl	GO:0052689
apoa1a	GO:0005319
apoa1a	GO:0005543
apoa1a	GO:0008035
apoa1a	GO:0008289
apoa1a	GO:0015485
apoa1a	GO:0060228
apoa1a	GO:0120020
or6at1	GO:0004930
or6at1	GO:0004984
or6at1	GO:0005549
or63b2	GO:0004930
or63b2	GO:0004984
or63b2	GO:0005549
or42b2	GO:0004930
or42b2	GO:0004984
or42b2	GO:0005549
fzd4	GO:0004888
fzd4	GO:0017147
fzd4	GO:0042813
fzd5	GO:0004888
fzd5	GO:0017147
fzd5	GO:0042813
fzd10	GO:0004888
fzd10	GO:0004930
fzd10	GO:0017147
fzd10	GO:0042813
fzd7a	GO:0004888
fzd7a	GO:0017147
fzd7a	GO:0042813
fzd2	GO:0004888
fzd2	GO:0017147
fzd2	GO:0042813
hoxb1b	GO:0000978
hoxb1b	GO:0000981
hoxb1b	GO:0003677
hoxb1b	GO:0043565
or64c1	GO:0004930
or64c1	GO:0004984
or64c1	GO:0005549
hoxc5a	GO:0000978
hoxc5a	GO:0000981
hoxc5a	GO:0003677
hoxc5a	GO:0003700
nras	GO:0000166
nras	GO:0003924
nras	GO:0005525
nras	GO:0016787
nras	GO:0019003
cyp26a1	GO:0004497
cyp26a1	GO:0005506
cyp26a1	GO:0008401
cyp26a1	GO:0008688
cyp26a1	GO:0016491
cyp26a1	GO:0016705
cyp26a1	GO:0016709
cyp26a1	GO:0018471
cyp26a1	GO:0018630
cyp26a1	GO:0018631
cyp26a1	GO:0018632
cyp26a1	GO:0018633
cyp26a1	GO:0018634
cyp26a1	GO:0018636
cyp26a1	GO:0018637
cyp26a1	GO:0018638
cyp26a1	GO:0018639
cyp26a1	GO:0018640
cyp26a1	GO:0018641
cyp26a1	GO:0018642
cyp26a1	GO:0018643
cyp26a1	GO:0018644
cyp26a1	GO:0018646
cyp26a1	GO:0018647
cyp26a1	GO:0018649
cyp26a1	GO:0018650
cyp26a1	GO:0018651
cyp26a1	GO:0018652
cyp26a1	GO:0018653
cyp26a1	GO:0018654
cyp26a1	GO:0018655
cyp26a1	GO:0018656
cyp26a1	GO:0018657
cyp26a1	GO:0019113
cyp26a1	GO:0020037
cyp26a1	GO:0034526
cyp26a1	GO:0034534
cyp26a1	GO:0034560
cyp26a1	GO:0034785
cyp26a1	GO:0034791
cyp26a1	GO:0034802
cyp26a1	GO:0034819
cyp26a1	GO:0034894
cyp26a1	GO:0043719
cyp26a1	GO:0046872
cyp26a1	GO:0052872
cyp26a1	GO:0080014
hoxa11b	GO:0000978
hoxa11b	GO:0000981
hoxa11b	GO:0003677
th	GO:0004497
th	GO:0004511
th	GO:0005506
th	GO:0016491
th	GO:0016714
th	GO:0046872
pou3f3a	GO:0000978
pou3f3a	GO:0000981
pou3f3a	GO:0003677
pou3f3a	GO:0003700
psmb5	GO:0004175
psmb5	GO:0004298
psmb5	GO:0008233
psmb5	GO:0016787
psmb6	GO:0004175
psmb6	GO:0004298
psmb6	GO:0008233
psmb6	GO:0016787
cyp19a1a	GO:0004497
cyp19a1a	GO:0005506
cyp19a1a	GO:0016491
cyp19a1a	GO:0016705
cyp19a1a	GO:0020037
cyp19a1a	GO:0046872
cyp19a1a	GO:0070330
hoxa10b	GO:0000978
hoxa10b	GO:0000981
hoxa10b	GO:0003677
cryaba	GO:0005212
cryaba	GO:0046872
cryaba	GO:0051082
dbx1a	GO:0000981
dbx1a	GO:0003677
twist2	GO:0000977
twist2	GO:0000981
twist2	GO:0046983
elf1	GO:0000981
elf1	GO:0003677
elf1	GO:0003700
elf1	GO:0043565
pou3f2b	GO:0000978
pou3f2b	GO:0000981
pou3f2b	GO:0003677
pou3f2b	GO:0003700
pou3f1	GO:0000978
pou3f1	GO:0000981
pou3f1	GO:0003677
pou3f1	GO:0003700
tbxta	GO:0000976
tbxta	GO:0000978
tbxta	GO:0000981
tbxta	GO:0003677
tbxta	GO:0003700
tbxta	GO:0005515
tbxta	GO:0043565
b2m	GO:0004672
b2m	GO:0005524
b2m	GO:0023026
hoxc11a	GO:0000978
hoxc11a	GO:0000981
hoxc11a	GO:0003677
hoxd10a	GO:0000978
hoxd10a	GO:0000981
hoxd10a	GO:0003677
hoxd11a	GO:0000978
hoxd11a	GO:0000981
hoxd11a	GO:0003677
hoxd13a	GO:0000978
hoxd13a	GO:0000981
hoxd13a	GO:0003677
or30bu2	GO:0004930
or30bu2	GO:0004984
or30bu2	GO:0005549
fzd7b	GO:0004888
fzd7b	GO:0017147
fzd7b	GO:0042813
opn1lw1	GO:0004930
opn1lw1	GO:0008020
opn1lw1	GO:0009881
jupa	GO:0003713
jupa	GO:0005198
jupa	GO:0019903
jupa	GO:0045294
jupa	GO:0045296
jupa	GO:0140297
dbx1b	GO:0000981
dbx1b	GO:0003677
dbx2	GO:0000981
dbx2	GO:0003677
nr2f1a	GO:0000978
nr2f1a	GO:0003677
nr2f1a	GO:0003700
nr2f1a	GO:0004879
nr2f1a	GO:0008270
nr2f1a	GO:0043565
nr2f1a	GO:0046872
hoxb8b	GO:0000977
hoxb8b	GO:0000981
hoxb8b	GO:0003677
hoxb8b	GO:0003700
hoxc3a	GO:0000978
hoxc3a	GO:0000981
hoxc3a	GO:0003677
nr2f2	GO:0000978
nr2f2	GO:0001972
nr2f2	GO:0003677
nr2f2	GO:0003700
nr2f2	GO:0004879
nr2f2	GO:0008270
nr2f2	GO:0043565
nr2f2	GO:0046872
pax2a	GO:0000978
pax2a	GO:0000981
pax2a	GO:0003677
pax2a	GO:0043565
nr2f5	GO:0000978
nr2f5	GO:0003677
nr2f5	GO:0003700
nr2f5	GO:0004879
nr2f5	GO:0008270
nr2f5	GO:0043565
nr2f5	GO:0046872
csnk2b	GO:0016301
csnk2b	GO:0016740
csnk2b	GO:0019887
csnk2b	GO:0046872
mylpfa	GO:0005509
dnmt1	GO:0003677
dnmt1	GO:0003682
dnmt1	GO:0003886
dnmt1	GO:0008168
dnmt1	GO:0008270
dnmt1	GO:0016740
dnmt1	GO:0046872
dnmt1	GO:0051718
srfa	GO:0000978
srfa	GO:0000981
srfa	GO:0000987
srfa	GO:0003677
srfa	GO:0010736
srfa	GO:0046983
smn1	GO:0003723
opn1sw2	GO:0004930
opn1sw2	GO:0008020
opn1sw2	GO:0009881
eya1	GO:0004721
eya1	GO:0004725
eya1	GO:0016787
eya1	GO:0046872
hoxa13b	GO:0000978
hoxa13b	GO:0000981
hoxa13b	GO:0003677
prim1	GO:0003896
prim1	GO:0003899
prim1	GO:0016740
prim1	GO:0016779
prim1	GO:0046872
tmod4	GO:0005523
tmod4	GO:0051015
ednrba	GO:0004930
ednrba	GO:0004962
ctslb	GO:0004197
ctslb	GO:0008233
ctslb	GO:0008234
ctslb	GO:0016787
shhb	GO:0005113
shhb	GO:0005509
shhb	GO:0008233
shhb	GO:0016787
shhb	GO:0046872
brd2a	GO:0003674
brd2a	GO:0070577
ncam1a	GO:0005515
serpinh1b	GO:0004867
serpinh1b	GO:0005518
etv5b	GO:0000981
etv5b	GO:0003677
etv5b	GO:0003700
etv5b	GO:0043565
kifc1	GO:0000166
kifc1	GO:0003777
kifc1	GO:0005524
kifc1	GO:0008017
kifc1	GO:0016887
lhx1b	GO:0000977
lhx1b	GO:0000981
lhx1b	GO:0003677
lhx1b	GO:0046872
lhx3	GO:0000977
lhx3	GO:0000981
lhx3	GO:0003677
lhx3	GO:0046872
pcdh8	GO:0005509
acvr2ba	GO:0000166
acvr2ba	GO:0004672
acvr2ba	GO:0004674
acvr2ba	GO:0004675
acvr2ba	GO:0005524
acvr2ba	GO:0016301
acvr2ba	GO:0016740
acvr2ba	GO:0017002
acvr2ba	GO:0046872
acvr2ba	GO:0048185
gata3	GO:0000978
gata3	GO:0000981
gata3	GO:0003677
gata3	GO:0003700
gata3	GO:0008270
gata3	GO:0043565
gata3	GO:0046872
exorh	GO:0004930
exorh	GO:0008020
exorh	GO:0009881
exorh	GO:0016918
cdh11	GO:0005509
cdh11	GO:0045296
cdh11	GO:0046872
otx2a	GO:0000978
otx2a	GO:0000981
otx2a	GO:0003677
otx2a	GO:0003700
lhx1a	GO:0000977
lhx1a	GO:0000981
lhx1a	GO:0003677
lhx1a	GO:0003700
lhx1a	GO:0046872
rxrga	GO:0000978
rxrga	GO:0003677
rxrga	GO:0003700
rxrga	GO:0003707
rxrga	GO:0004879
rxrga	GO:0008270
rxrga	GO:0043565
rxrga	GO:0044323
rxrga	GO:0046872
lhx5	GO:0000977
lhx5	GO:0000981
lhx5	GO:0003677
lhx5	GO:0046872
ascl1a	GO:0000977
ascl1a	GO:0000981
ascl1a	GO:0003677
ascl1a	GO:0003700
ascl1a	GO:0043565
ascl1a	GO:0046983
max	GO:0000976
max	GO:0003677
max	GO:0003700
max	GO:0005515
max	GO:0046983
atp1b3a	GO:0001671
epb41l4a	GO:0005516
qkia	GO:0003676
qkia	GO:0003723
qkia	GO:0003729
qkia	GO:0017124
rx1	GO:0000978
rx1	GO:0000981
rx1	GO:0003677
rx2	GO:0000978
rx2	GO:0000981
rx2	GO:0003677
rx3	GO:0000978
rx3	GO:0000981
rx3	GO:0003677
wif1	GO:0005102
tcp1	GO:0000166
tcp1	GO:0005524
tcp1	GO:0051082
ascl1b	GO:0000166
ascl1b	GO:0000977
ascl1b	GO:0000981
ascl1b	GO:0003677
ascl1b	GO:0003700
ascl1b	GO:0046983
evx2	GO:0000978
evx2	GO:0000981
evx2	GO:0003677
gata2a	GO:0000978
gata2a	GO:0000981
gata2a	GO:0003677
gata2a	GO:0003700
gata2a	GO:0008270
gata2a	GO:0043565
gata2a	GO:0046872
gata1a	GO:0000978
gata1a	GO:0000981
gata1a	GO:0003677
gata1a	GO:0003690
gata1a	GO:0003700
gata1a	GO:0005515
gata1a	GO:0008270
gata1a	GO:0043565
gata1a	GO:0046872
gata5	GO:0000978
gata5	GO:0000981
gata5	GO:0003677
gata5	GO:0003700
gata5	GO:0005515
gata5	GO:0008270
gata5	GO:0043565
gata5	GO:0046872
gata4	GO:0000978
gata4	GO:0000981
gata4	GO:0003677
gata4	GO:0003700
gata4	GO:0008270
gata4	GO:0043565
gata4	GO:0046872
mxi1	GO:0000978
mxi1	GO:0000981
mxi1	GO:0003677
mxi1	GO:0046983
rxrbb	GO:0000978
rxrbb	GO:0000981
rxrbb	GO:0003677
rxrbb	GO:0003700
rxrbb	GO:0003707
rxrbb	GO:0004879
rxrbb	GO:0008270
rxrbb	GO:0043565
rxrbb	GO:0044323
rxrbb	GO:0046872
znf6	GO:0003677
csnk2a2a	GO:0000166
csnk2a2a	GO:0004672
