go_id	external_gene_name
GO:0034647	KDM5D
GO:0050681	KDM5D
GO:0032453	KDM5D
GO:0046872	ADIPOR2
GO:0005515	ADIPOR2
GO:0038023	ADIPOR2
GO:0097003	ADIPOR2
GO:0055100	ADIPOR2
GO:0046872	CACNA2D4
GO:0005244	CACNA2D4
GO:0005262	CACNA2D4
GO:0005245	CACNA2D4
GO:0005515	LRTM2
GO:0008201	LRTM2
GO:0048495	LRTM2
GO:0008047	DCP1B
GO:0016787	DCP1B
GO:0005515	DCP1B
GO:0003729	DCP1B
GO:0003700	HSFY1
GO:0043565	HSFY1
GO:0003677	HSFY1
GO:0005515	HSFY1
GO:0000978	HSFY1
GO:0000981	HSFY1
GO:1990837	HSFY1
GO:0003677	TGIF2LY
GO:0005515	TGIF2LY
GO:0000978	TGIF2LY
GO:0000981	TGIF2LY
GO:1990837	TGIF2LY
GO:0001227	TGIF2LY
GO:0003723	RBMY1F
GO:0003676	RBMY1F
GO:0005515	RBMY1F
GO:0042802	RBMY1F
GO:0005245	CACNA1C
GO:0005216	CACNA1C
GO:0046872	CACNA1C
GO:0005244	CACNA1C
GO:0005515	CACNA1C
GO:0005262	CACNA1C
GO:0005516	CACNA1C
GO:0008331	CACNA1C
GO:0086056	CACNA1C
GO:0051393	CACNA1C
GO:0086007	CACNA1C
GO:0003824	CDY2A
GO:0016740	CDY2A
GO:0016746	CDY2A
GO:0004402	CDY2A
GO:0003714	CDY2A
GO:0030621	RNU6-941P
GO:0005515	BPY2C
GO:0032399	BPY2C
GO:0005515	DAZ4
GO:0003723	DAZ4
GO:0003676	DAZ4
GO:0003730	DAZ4
GO:0008494	DAZ4
GO:0003824	CDY2B
GO:0016740	CDY2B
GO:0016746	CDY2B
GO:0004402	CDY2B
GO:0003714	CDY2B
GO:0030621	RNU6-1334P
GO:0003677	SRY
GO:0003700	SRY
GO:0005515	SRY
GO:0000981	SRY
GO:0000978	SRY
GO:0005516	SRY
GO:0140297	SRY
GO:0003735	RPS4Y1
GO:0003723	RPS4Y1
GO:0019843	RPS4Y1
GO:0003677	ZFY
GO:0046872	ZFY
GO:0005515	ZFY
GO:0000981	ZFY
GO:0043565	ZFY
GO:0000978	ZFY
GO:0001228	ZFY
GO:0005524	DDX3Y
GO:0003676	DDX3Y
GO:0003724	DDX3Y
GO:0003723	DDX3Y
GO:0000166	DDX3Y
GO:0016787	DDX3Y
GO:0003677	DDX3Y
GO:0004386	DDX3Y
GO:0016887	DDX3Y
GO:0005515	SERTAD4
GO:0000166	HHAT
GO:0016740	HHAT
GO:0016746	HHAT
GO:0005525	HHAT
GO:0005515	HHAT
GO:0008374	HHAT
GO:0016409	HHAT
GO:0046872	UTY
GO:0016491	UTY
GO:0005515	UTY
GO:0051213	UTY
GO:0000978	UTY
GO:0031490	UTY
GO:0032452	UTY
GO:0071558	UTY
GO:0003785	TMSB4Y
GO:0003779	TMSB4Y
GO:0005515	TMSB4Y
GO:0005515	VCY
GO:0005515	DAZ3
GO:0003723	DAZ3
GO:0003676	DAZ3
GO:0003730	DAZ3
GO:0008494	DAZ3
GO:0005515	DAZ1
GO:0003723	DAZ1
GO:0003676	DAZ1
GO:0003730	DAZ1
GO:0008494	DAZ1
GO:0005515	CARMIL3
GO:0005515	AMELY
GO:0030345	AMELY
GO:0005544	CPNE6
GO:0046872	CPNE6
GO:0005515	CPNE6
GO:0001786	CPNE6
GO:0005509	CPNE6
GO:0005515	TBL1Y
GO:0003714	TBL1Y
GO:0003677	NRL
GO:0003700	NRL
GO:0005515	NRL
GO:0000978	NRL
GO:0000981	NRL
GO:0001228	NRL
GO:1990837	NRL
GO:0043522	NRL
GO:0005525	PCK2
GO:0004611	PCK2
GO:0017076	PCK2
GO:0004613	PCK2
GO:0046872	PCK2
GO:0000166	PCK2
GO:0016829	PCK2
GO:0005515	PCK2
GO:0016831	PCK2
GO:0030145	PCK2
GO:0016301	PCK2
GO:0005515	DCAF11
GO:0005515	DAZ2
GO:0003723	DAZ2
GO:0003676	DAZ2
GO:0003730	DAZ2
GO:0008494	DAZ2
GO:0106399	FITM1
GO:0003674	FITM1
GO:0017129	FITM1
GO:0019992	FITM1
GO:0005515	PSME1
GO:0061133	PSME1
GO:0005515	EMC9
GO:0032977	EMC9
GO:0005515	PSME2
GO:0042802	PSME2
GO:0061133	PSME2
GO:0004842	RNF31
GO:0046872	RNF31
GO:0016740	RNF31
GO:0005515	RNF31
GO:0061630	RNF31
GO:0043130	RNF31
GO:0042802	RNF31
GO:0031625	RNF31
GO:0070530	RNF31
GO:0036435	RNF31
GO:1990450	RNF31
GO:0003735	RNA5SP383
GO:0005515	TSPY2
GO:0003682	TSPY2
GO:0042393	TSPY2
GO:0005515	IRF9
GO:0003700	IRF9
GO:0000976	IRF9
GO:0003677	IRF9
GO:1990837	IRF9
GO:0000978	IRF9
GO:0000981	IRF9
GO:0005515	REC8
GO:0003682	REC8
GO:0003676	RBMY1E
GO:0003723	RBMY1E
GO:0005515	RBMY1E
GO:0005515	IPO4
GO:0031267	IPO4
GO:0008139	IPO4
GO:0061608	IPO4
GO:0042043	NLGN4Y
GO:0005515	NLGN4Y
GO:0038023	NLGN4Y
GO:0097110	NLGN4Y
GO:0050839	NLGN4Y
GO:0005524	TSSK4
GO:0004672	TSSK4
GO:0046872	TSSK4
GO:0000166	TSSK4
GO:0004674	TSSK4
GO:0016301	TSSK4
GO:0016740	TSSK4
GO:0005515	TSSK4
GO:0106310	TSSK4
GO:0000287	TSSK4
GO:0042802	CHMP4A
GO:0042803	CHMP4A
GO:0005515	CHMP4A
GO:0008289	CHMP4A
GO:0051117	CHMP4A
GO:0016791	MDP1
GO:0046872	MDP1
GO:0016787	MDP1
GO:0004721	MDP1
GO:0004725	MDP1
GO:0003993	MDP1
GO:0005515	NEDD8-MDP1
GO:0016791	NEDD8-MDP1
GO:0005515	NEDD8
GO:0031625	NEDD8
GO:0031386	NEDD8
GO:0030627	RNU1-40P
GO:0003824	GMPR2
GO:0016491	GMPR2
GO:0003920	GMPR2
GO:0046872	GMPR2
GO:0005515	GMPR2
GO:0003938	GMPR2
GO:0030621	RNU6-1314P
GO:0005515	VCY1B
GO:0005515	TINF2
GO:0042162	TINF2
GO:0003735	RPS4Y2
GO:0003723	RPS4Y2
GO:0019843	RPS4Y2
GO:0003674	RPS4Y2
GO:0003810	TGM1
GO:0046872	TGM1
GO:0016740	TGM1
GO:0016746	TGM1
GO:0005515	TGM1
GO:0042802	TGM1
GO:0005515	RABGGTA
GO:0008270	RABGGTA
GO:0008318	RABGGTA
GO:0004663	RABGGTA
GO:0016740	RABGGTA
GO:0031267	RABGGTA
GO:0004659	RABGGTA
GO:0030627	RNU1-97P
GO:0045131	RNU2-57P
GO:0016491	DHRS1
GO:0005515	DHRS1
GO:0016616	DHRS1
GO:0004090	DHRS1
GO:0047045	DHRS1
GO:0005509	PCDH11Y
GO:0003723	NOP9
GO:0005515	CIDEB
GO:0042802	CIDEB
GO:0120013	CIDEB
GO:0060090	CIDEB
GO:0004930	LTB4R2
GO:0004974	LTB4R2
GO:0008528	LTB4R2
GO:0001632	LTB4R2
GO:0004930	LTB4R
GO:0004974	LTB4R
GO:0008528	LTB4R
GO:0000166	LTB4R
GO:0001632	LTB4R
GO:0030627	RNU1-86P
GO:0004016	ADCY4
GO:0016849	ADCY4
GO:0046872	ADCY4
GO:0000166	ADCY4
GO:0005524	ADCY4
GO:0016829	ADCY4
GO:0005515	ADCY4
GO:0005080	ADCY4
GO:0003824	CDY1B
GO:0016740	CDY1B
GO:0016746	CDY1B
GO:0035064	CDY1B
GO:0004402	CDY1B
GO:0003714	CDY1B
GO:0005524	RIPK3
GO:0004672	RIPK3
GO:0000166	RIPK3
GO:0004674	RIPK3
GO:0016301	RIPK3
GO:0016740	RIPK3
GO:0005515	RIPK3
GO:0106310	RIPK3
GO:0042802	RIPK3
GO:0044877	RIPK3
GO:0003713	RIPK3
GO:0005515	BPY2B
GO:0032399	BPY2B
GO:0003677	NFATC4
GO:0003700	NFATC4
GO:1990837	NFATC4
GO:0005515	NFATC4
GO:0000978	NFATC4
GO:0000981	NFATC4
GO:0001227	NFATC4
GO:0030627	RNU1-107P
GO:0016491	DHRS4
GO:0042802	DHRS4
GO:0000253	DHRS4
GO:0004090	DHRS4
GO:0016655	DHRS4
GO:0052650	DHRS4
GO:0033703	DHRS4
GO:0018455	DHRS4
GO:0016491	DHRS4L2
GO:0003824	CDY1
GO:0016740	CDY1
GO:0016746	CDY1
GO:0035064	CDY1
GO:0004402	CDY1
GO:0003714	CDY1
GO:0003723	RBMY1J
GO:0003676	RBMY1J
GO:0005515	RBMY1J
GO:0042802	RBMY1J
GO:0003682	TSPY9
GO:0042393	TSPY9
GO:0003723	RBMY1B
GO:0003676	RBMY1B
GO:0003723	RBMY1A1
GO:0003676	RBMY1A1
GO:0005515	RBMY1A1
GO:0003729	RBMY1A1
GO:0003677	H3-4
GO:0030527	H3-4
GO:0046982	H3-4
GO:0005515	H3-4
GO:0003677	H2AC25
GO:0030527	H2AC25
GO:0046982	H2AC25
GO:0005515	H2AC25
GO:0003677	H2BC26
GO:0030527	H2BC26
GO:0046982	H2BC26
GO:0003674	H2BC26
GO:0046872	RNF187
GO:0016740	RNF187
GO:0005515	RNF187
GO:0004842	RNF187
GO:0003735	RNA5S1
GO:0003735	RNA5S2
GO:0003735	RNA5S3
GO:0003735	RNA5S16
GO:0003735	RNA5S17
GO:0003735	RNA5SP18
GO:0003924	RHOU
GO:0005525	RHOU
GO:0046872	RHOU
GO:0000166	RHOU
GO:0005515	RHOU
GO:0005085	RHOU
GO:0003682	TSPY4
GO:0042393	TSPY4
GO:0003677	LEUTX
GO:0000981	LEUTX
GO:0005515	LEUTX
GO:0000978	LEUTX
GO:0005524	DYRK1B
GO:0004672	DYRK1B
GO:0004712	DYRK1B
GO:0000166	DYRK1B
GO:0004674	DYRK1B
GO:0016301	DYRK1B
GO:0016740	DYRK1B
GO:0004713	DYRK1B
GO:0005515	DYRK1B
GO:0106310	DYRK1B
GO:0003713	DYRK1B
GO:0003723	FBL
GO:0008168	FBL
GO:0016740	FBL
GO:0005515	FBL
GO:0051117	FBL
GO:0008649	FBL
GO:1990259	FBL
GO:0001094	FBL
GO:0005524	PSMC4
GO:0016887	PSMC4
GO:0036402	PSMC4
GO:0000166	PSMC4
GO:0005515	PSMC4
GO:0003682	TSPY8
GO:0042393	TSPY8
GO:0046872	ZNF546
GO:0003677	ZNF546
GO:0000978	ZNF546
GO:0003682	TSPY3
GO:0042393	TSPY3
GO:0046872	ZNF780B
GO:0003677	ZNF780B
GO:0000978	ZNF780B
GO:0001228	ZNF780B
GO:0046872	ZNF780A
GO:0003677	ZNF780A
GO:0005515	ZNF780A
GO:0000978	ZNF780A
GO:0005515	FCGBP
GO:0005509	PPP2R3B
GO:0005515	IL3RA
GO:0004896	IL3RA
GO:0045028	P2RY8
GO:0004930	P2RY8
GO:0005471	SLC25A6
GO:0008168	ASMT
GO:0008171	ASMT
GO:0016740	ASMT
GO:0016491	DHRSX
GO:0008168	ASMTL
GO:0008171	ASMTL
GO:0047429	ASMTL
GO:0003676	AKAP17A
GO:0008081	PLCXD1
GO:0003677	ZBED1
GO:0046983	ZBED1
GO:0046872	ZBED1
GO:0003677	SHOX
GO:0000981	SHOX
GO:0003735	RNA5SP498
GO:0005515	CSF2RA
GO:0004896	CSF2RA
GO:0005525	GTPBP6
GO:0005515	CRLF2
GO:0043014	WASH6P
GO:0005515	IL9R
GO:0004896	IL9R
GO:0003723	FRG1
GO:0003779	FRG1
GO:0005515	FRG1
GO:0051015	FRG1
GO:0003735	RNA5SP174
GO:0003735	RNA5SP175
GO:0003677	DUX4L8
GO:0003677	DUX4
GO:1990837	DUX4
GO:0005515	DUX4
GO:0000976	DUX4
GO:0000978	DUX4
GO:0001228	DUX4
GO:0046872	FAM20C
GO:0000166	FAM20C
GO:0004674	FAM20C
GO:0005524	FAM20C
GO:0016301	FAM20C
GO:0016740	FAM20C
GO:0005515	FAM20C
GO:0004672	FAM20C
GO:0106310	FAM20C
GO:0030145	FAM20C
GO:0002020	FAM20C
GO:0043621	FAM20C
GO:0004930	GPR20
GO:0016791	PTP4A3
GO:0004725	PTP4A3
GO:0008138	PTP4A3
GO:0005515	SHANK3
GO:0004252	ACR
GO:0004930	GCGR
GO:0004888	GCGR
GO:0004967	GCGR
GO:0038023	GCGR
GO:0005085	GCGR
GO:0017046	GCGR
GO:0005515	MCRIP1
GO:0005515	PPP1R27
GO:0004864	PPP1R27
GO:0019902	PPP1R27
GO:0000049	C6orf52
GO:0005515	PAK1IP1
GO:0005515	TMEM14C
GO:0016757	GCNT2
GO:0016740	GCNT2
GO:0008375	GCNT2
GO:0008109	GCNT2
GO:0005515	ARHGEF19
GO:0005085	ARHGEF19
GO:0003924	CPLANE2
GO:0005525	CPLANE2
GO:0005515	FBXO42
GO:0005509	SPATA21
GO:0030627	RNU1-6P
GO:0030627	RNU1-3
GO:0030627	RNU1-4
GO:0005509	PADI2
GO:0004668	PADI2
GO:0005515	BCL2L14
GO:0019901	BCL2L14
GO:0005515	LRP6
GO:0017147	LRP6
GO:0042813	LRP6
GO:0042802	LRP6
GO:0042803	LRP6
GO:0005109	LRP6
GO:0005102	LRP6
GO:1904928	LRP6
GO:0005041	LRP6
GO:0019210	LRP6
GO:0019534	LRP6
GO:0071936	LRP6
GO:0005515	MANSC1
GO:0005515	BORCS5
GO:0016791	DUSP16
GO:0008138	DUSP16
GO:0017017	DUSP16
GO:0016787	DUSP16
GO:0004722	DUSP16
GO:0004721	DUSP16
GO:0017018	DUSP16
GO:0005515	DUSP16
GO:0004725	DUSP16
GO:0051019	DUSP16
GO:0008432	DUSP16
GO:0008330	DUSP16
GO:0033550	DUSP16
GO:0048273	DUSP16
GO:0046872	ZKSCAN7
GO:0003677	ZKSCAN7
GO:0005515	ZKSCAN7
GO:0000978	ZKSCAN7
GO:0046872	ZNF660
GO:0003677	ZNF660
GO:0005515	ZNF660
GO:0000978	ZNF660
GO:0003700	ZNF660
GO:1990837	ZNF660
GO:0046872	ZNF197
GO:0003677	ZNF197
GO:0000978	ZNF197
GO:0001228	ZNF197
GO:0046872	ZNF35
GO:0003677	ZNF35
GO:0003700	ZNF35
GO:0043565	ZNF35
GO:0005515	ZNF35
GO:0046872	ZNF502
GO:0003677	ZNF502
GO:0005515	ZNF502
GO:0000978	ZNF502
GO:0000981	ZNF502
GO:0046872	ZNF501
GO:0003677	ZNF501
GO:0000978	ZNF501
GO:0003700	ZNF501
GO:1990837	ZNF501
GO:0005515	ZNF501
GO:0005515	KIAA1143
GO:0005524	KIF15
GO:0008017	KIF15
GO:0003777	KIF15
GO:0000166	KIF15
GO:0005515	KIF15
GO:0016887	KIF15
GO:0003774	KIF15
GO:0005515	TMEM42
GO:0003810	TGM4
GO:0046872	TGM4
GO:0016740	TGM4
GO:0016746	TGM4
GO:0046872	ZNF852
GO:0000978	ZNF852
GO:0003682	BAHCC1
GO:0005515	ECSCR
GO:0005515	STING1
GO:0000166	STING1
GO:0042803	STING1
GO:0042802	STING1
GO:0019901	STING1
GO:0043539	STING1
GO:0061629	STING1
GO:0035591	STING1
GO:0140677	STING1
GO:0061507	STING1
GO:0035438	STING1
GO:0005515	ELP5
GO:0000049	ELP5
GO:0005198	CLDN7
GO:0042802	CLDN7
GO:0005515	CLDN7
GO:0022857	SLC2A4
GO:0005355	SLC2A4
GO:0005515	SLC2A4
GO:0055056	SLC2A4
GO:0015304	SLC2A4
GO:0003676	YBX2
GO:0003723	YBX2
GO:0003677	YBX2
GO:0003723	EIF5A
GO:0003746	EIF5A
GO:0043022	EIF5A
GO:0005515	EIF5A
GO:0017070	EIF5A
GO:0005515	GPS2
GO:0003713	GPS2
GO:0003712	GPS2
GO:0005095	GPS2
GO:0003714	GPS2
GO:0030332	GPS2
GO:0005515	NEURL4
GO:0061630	NEURL4
GO:0005515	ACAP1
GO:0005096	ACAP1
GO:0046872	ACAP1
GO:0016740	KCTD11
GO:0042802	KCTD11
GO:0005515	KCTD11
GO:0005515	TMEM95
GO:0005509	C1R
GO:0004252	C1R
GO:0004252	C1RL
GO:0016787	C1RL
GO:0008233	C1RL
GO:0008236	C1RL
GO:0008289	RBP5
GO:0005515	RBP5
GO:0005504	RBP5
GO:0016918	RBP5
GO:0019841	RBP5
GO:0005501	RBP5
GO:0005509	CLSTN3
GO:0019894	CLSTN3
GO:0001540	CLSTN3
GO:0042988	CLSTN3
GO:0005515	CLSTN3
GO:0042043	CLSTN3
GO:0098632	CLSTN3
GO:0005515	PEX5
GO:0019899	PEX5
GO:0031267	PEX5
GO:0044183	PEX5
GO:0140597	PEX5
GO:0000268	PEX5
GO:0005052	PEX5
GO:0033328	PEX5
GO:0005509	PADI1
GO:0004668	PADI1
GO:0046872	PADI1
GO:0016787	PADI1
GO:0005509	PADI3
GO:0004668	PADI3
GO:0016787	PADI3
GO:0005515	PADI3
GO:0042802	PADI3
GO:0005509	PADI4
GO:0004668	PADI4
GO:0046872	PADI4
GO:0016787	PADI4
GO:0042802	PADI4
GO:0005515	PADI4
GO:0140794	PADI4
GO:0140795	PADI4
GO:0140796	PADI4
GO:0140797	PADI4
GO:0140798	PADI4
GO:0005509	PADI6
GO:0004668	PADI6
GO:0016787	PADI6
GO:0005515	PADI6
GO:0003723	RCC2
GO:0005085	RCC2
GO:0008017	RCC2
GO:0005515	RCC2
GO:0031267	RCC2
GO:0019904	RCC2
GO:0019901	RCC2
GO:0004930	OR8U9
GO:0004984	OR8U9
GO:0005549	OR8U9
GO:0004930	OR8U8
GO:0004984	OR8U8
GO:0004930	OR5T3
GO:0004984	OR5T3
GO:0005549	OR5T3
GO:0004930	OR5T2
GO:0004984	OR5T2
GO:0005549	OR5T2
GO:0004930	OR8K3
GO:0004984	OR8K3
GO:0005549	OR8K3
GO:0004930	OR8H1
GO:0004984	OR8H1
GO:0005549	OR8H1
GO:0004930	OR5T1
GO:0004984	OR5T1
GO:0005549	OR5T1
GO:0004930	OR8K1
GO:0004984	OR8K1
GO:0005549	OR8K1
GO:0004930	OR8J1
GO:0004984	OR8J1
GO:0005549	OR8J1
GO:0003735	RNA5SP334
GO:0005515	HPS5
GO:0005515	GTF2H1
GO:0046966	GTF2H1
GO:0016491	LDHA
GO:0016616	LDHA
GO:0003824	LDHA
GO:0004459	LDHA
GO:0042802	LDHA
GO:0005515	LDHA
GO:0045296	LDHA
GO:0003950	PARP4
GO:0005515	PARP4
GO:0016740	PARP4
GO:0016757	PARP4
GO:0016779	PARP4
GO:0003677	PARP4
GO:1990404	PARP4
GO:0019899	PARP4
GO:0005515	TMPRSS15
GO:0005044	TMPRSS15
GO:0004252	TMPRSS15
GO:0016787	TMPRSS15
GO:0008233	TMPRSS15
GO:0008236	TMPRSS15
GO:0008237	MIPEP
GO:0004222	MIPEP
GO:0046872	MIPEP
GO:0016787	MIPEP
GO:0008233	MIPEP
GO:0005524	KATNAL1
GO:0008017	KATNAL1
GO:0016887	KATNAL1
GO:0008568	KATNAL1
GO:0000166	KATNAL1
GO:0016853	KATNAL1
GO:0005515	KATNAL1
GO:0042802	KATNAL1
GO:0042802	CXADR
GO:0005515	CXADR
GO:0005102	CXADR
GO:0005178	CXADR
GO:0008013	CXADR
GO:0030165	CXADR
GO:0001618	CXADR
GO:0050839	CXADR
GO:0071253	CXADR
GO:0086082	CXADR
GO:0005243	GJA10
GO:0005515	CASP8AP2
GO:0003714	CASP8AP2
GO:0016505	CASP8AP2
GO:0008656	CASP8AP2
GO:0005123	CASP8AP2
GO:0032184	CASP8AP2
GO:0000166	UBE2L5
GO:0005524	UBE2L5
GO:0016740	UBE2L5
GO:0019787	UBE2L5
GO:0016874	UBE2L5
GO:0031625	UBE2L5
GO:0061631	UBE2L5
GO:0032183	USPL1
GO:0008234	USPL1
GO:0016787	USPL1
GO:0005515	USPL1
GO:0008233	USPL1
GO:0016929	USPL1
GO:0016829	URAD
GO:0016831	URAD
GO:0003677	HMGB1
GO:0003723	HMGB1
GO:0016829	HMGB1
GO:0005515	HMGB1
GO:0005125	HMGB1
GO:0003684	HMGB1
GO:0003713	HMGB1
GO:0048018	HMGB1
GO:0000400	HMGB1
GO:0000405	HMGB1
GO:0008301	HMGB1
GO:0097100	HMGB1
GO:0000976	HMGB1
GO:0061629	HMGB1
GO:0003697	HMGB1
GO:0003690	HMGB1
GO:0001530	HMGB1
GO:0001786	HMGB1
GO:0070182	HMGB1
GO:0003714	HMGB1
GO:0140297	HMGB1
GO:0042056	HMGB1
GO:0005178	HMGB1
GO:0050786	HMGB1
GO:0019958	HMGB1
GO:0003723	URB1
GO:0005515	KPNA3
GO:0061608	KPNA3
GO:0008139	KPNA3
GO:0036094	OBP2B
GO:0005549	OBP2B
GO:0003723	SURF6
GO:0003677	SURF6
GO:0005515	SURF6
GO:0003712	MED22
GO:0005515	MED22
GO:0003723	RPL7A
GO:0005515	RPL7A
GO:0003735	RPL7A
GO:0045296	RPL7A
GO:0005198	KRTAP25-1
GO:0070403	CRYL1
GO:0016491	CRYL1
GO:0016616	CRYL1
GO:0042803	CRYL1
GO:0050104	CRYL1
GO:0005515	SURF1
GO:0005515	JAM2
GO:0005178	JAM2
GO:0003674	SURF2
GO:0005515	SURF4
GO:0038024	SURF4
GO:0005524	STKLD1
GO:0004672	STKLD1
GO:0000166	STKLD1
GO:0004674	STKLD1
GO:0003676	REXO4
GO:0004527	REXO4
GO:0003723	REXO4
GO:0016787	REXO4
GO:0005515	REXO4
GO:0004518	REXO4
GO:0008408	REXO4
GO:0003690	REXO4
GO:0003697	REXO4
GO:0004519	REXO4
GO:0003677	CDX2
GO:0000981	CDX2
GO:0005515	CDX2
GO:0003700	CDX2
GO:0000978	CDX2
GO:0001227	CDX2
GO:1990837	CDX2
GO:0000977	CDX2
GO:0008327	CDX2
GO:0003690	CDX2
GO:0043565	CDX2
GO:0008237	ADAMTS13
GO:0004222	ADAMTS13
GO:0046872	ADAMTS13
GO:0016787	ADAMTS13
GO:0008270	ADAMTS13
GO:0005509	ADAMTS13
GO:0005515	ADAMTS13
GO:0008233	ADAMTS13
GO:0005178	ADAMTS13
GO:0005515	CAB39L
GO:0043539	CAB39L
GO:0005515	CACFD1
GO:0003674	CACFD1
GO:0022857	SLC2A6
GO:0005515	SLC2A6
GO:0005355	SLC2A6
GO:0055056	SLC2A6
GO:0005353	SLC2A6
GO:0033300	SLC2A6
GO:0016758	ABO
GO:0016740	ABO
GO:0016757	ABO
GO:0005198	CLDN17
GO:0042802	CLDN17
GO:0005254	CLDN17
GO:0005515	CLDN17
GO:0003674	CYYR1
GO:0003735	MRPS6
GO:0019843	MRPS6
GO:0005515	MRPS6
GO:0070181	MRPS6
GO:0005515	DNAJC15
GO:0001671	DNAJC15
GO:0005198	KRTAP24-1
GO:0022857	SLC5A3
GO:0005412	SLC5A3
GO:0015293	SLC5A3
GO:0005515	SLC5A3
GO:0044325	SLC5A3
GO:0005367	SLC5A3
GO:0015146	SLC5A3
GO:0015150	SLC5A3
GO:0005365	SLC5A3
GO:0015166	SLC5A3
GO:0015459	SLC5A3
GO:0005515	CHAF1B
GO:0042393	CHAF1B
GO:0051082	CHAF1B
GO:0003682	CHAF1B
GO:0004930	GPR12
GO:0031210	GPR12
GO:0003779	WASF3
GO:0034237	WASF3
GO:0071933	WASF3
GO:0005515	WASF3
GO:0003723	SCAF4
GO:0003676	SCAF4
GO:1990269	SCAF4
GO:0005524	TNK1
GO:0005515	TNK1
GO:0004672	TNK1
GO:0004713	TNK1
GO:0000166	TNK1
GO:0016301	TNK1
GO:0016740	TNK1
GO:0004715	TNK1
